"Description"	"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Clôture"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"
"GATINEAU ICS 4.3% 30MR13"	""	"Q24057"	"Obligations municipales & para-gouvernementales"	"2601411"	"104,725"	"104,725"	"104,725"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,300"	"Obligation"	"2"	"2013/03/30"	"0,000"	""	""	"4,11"	"2,735833"
"GATINEAU ICS 4.5% 18SP14"	""	"Q24127"	"Obligations municipales & para-gouvernementales"	"2601411"	"105,124"	"105,124"	"105,124"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,500"	"Obligation"	"2"	"2014/09/18"	"0,000"	""	""	"4,28"	"3,299911"
"GATINEAU ICS 5.1% 9SP13"	""	"Q24019"	"Obligations municipales & para-gouvernementales"	"2601411"	"107,423"	"107,423"	"107,423"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,100"	"Obligation"	"2"	"2013/09/09"	"0,000"	""	""	"4,75"	"2,922460"
"GATINEAU ICS 4.05% 21SP15"	""	"Q24079"	"Obligations municipales & para-gouvernementales"	"2601411"	"102,235"	"102,235"	"102,235"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,050"	"Obligation"	"2"	"2015/09/21"	"0,000"	""	""	"3,96"	"3,608564"
"GATINEAU ICS 4.15% 28DC13"	""	"Q24087"	"Obligations municipales & para-gouvernementales"	"2601411"	"104,054"	"104,054"	"104,054"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,150"	"Obligation"	"2"	"2013/12/28"	"0,000"	""	""	"3,99"	"3,045278"
"GATINEAU ICS 4.25% 20MR17"	""	"Q24114"	"Obligations municipales & para-gouvernementales"	"2601411"	"101,225"	"101,225"	"101,225"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,250"	"Obligation"	"2"	"2017/03/20"	"0,000"	""	""	"4,20"	"4,050206"
"GATINEAU ICS 4.35% 15DC11"	""	"Q24046"	"Obligations municipales & para-gouvernementales"	"2601411"	"104,322"	"104,322"	"104,322"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,350"	"Obligation"	"2"	"2011/12/15"	"0,000"	""	""	"4,17"	"2,003975"
"GATINEAU ICS 4.4% 21JN13"	""	"Q24097"	"Obligations municipales & para-gouvernementales"	"2601411"	"105,056"	"105,056"	"105,056"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,400"	"Obligation"	"2"	"2013/06/21"	"0,000"	""	""	"4,19"	"2,830690"
"GATINEAU ICS 5.65% 20MR12"	""	"Q23967"	"Obligations municipales & para-gouvernementales"	"2601411"	"107,328"	"107,328"	"107,328"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,650"	"Obligation"	"2"	"2012/03/20"	"0,000"	""	""	"5,26"	"2,141519"
"GAZ METRO LPU"	"GZM.UN"	"276155"	"Fiducies de redevances"	"3308002"	"16,520"	"16,600"	"16,550"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,310"	"2009/12/11"	"TSE"	"7,49"	""
"GAZ METRO SR-I 6.3%31OC33"	""	"T57424"	"Obligations corporatives"	"2606000"	"111,933"	"111,933"	"111,933"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,300"	"Obligation"	"2"	"2033/10/31"	"0,000"	""	""	"5,63"	"5,401708"
"GBO INC"	"GBO"	"276224"	"Actions ordinaires"	"330"	"0,160"	"0,690"	"0,160"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"GDF SUEZ-SPON ADR"	"GDFZY"	"272541"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"39,650"	"USD"	"FR"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"1,142"	"2009/12/15"	"NAS"	"5,76"	""
"GE CAP BMT 3.65% 7JN10"	""	"T58632"	"Obligations corporatives"	"2606000"	"101,004"	"101,004"	"101,004"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,650"	"Obligation"	"2"	"2010/06/07"	"0,000"	""	""	"3,61"	"0,888918"
"GE CAP CL-97-7.4% 11OC11M"	""	"T58504"	"Obligations (autres)"	"2606000"	"100,008"	"100,008"	"100,008"	"USD"	"US"	"Non"	"n/d"	"n/d"	"7,400"	"Obligation"	"12"	"2011/10/11"	"0,000"	""	""	"7,40"	"7,394719"
"GE CAP FNDG 5.15% 6JN13"	""	"T58610"	"Obligations corporatives"	"2606000"	"106,508"	"106,508"	"106,508"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,150"	"Obligation"	"2"	"2013/06/06"	"0,000"	""	""	"4,84"	"3,095955"
"GE CAP FNDG 5.65% 23OC09S"	""	"T56952"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,650"	"Obligation"	"2"	"2009/10/23"	"0,000"	""	""	"5,65"	"0,000000"
"GE CAP FNDG 6.25% 24JL12"	""	"T58594"	"Obligations corporatives"	"2606000"	"109,327"	"109,327"	"109,327"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,250"	"Obligation"	"2"	"2012/07/24"	"0,000"	""	""	"5,72"	"2,380726"
"GE MTN S-A CLB7.1%24NV11M"	""	"T58494"	"Obligations (autres)"	"2606000"	"100,176"	"100,176"	"100,176"	"USD"	"US"	"Non"	"n/d"	"n/d"	"7,100"	"Obligation"	"12"	"2011/11/24"	"0,000"	""	""	"7,09"	"6,997259"
"GEAC COMPUTER CORP LTD *"	"GAC"	"272077"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"GEARUNLIMITED.COM INC *"	""	"272147"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GEMSTAR-TV GUIDE INTL *"	"GMST"	"276381"	"Actions ordinaires"	"330"	"4,410"	"4,440"	"4,360"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"GEN ELEC CAP 5.68% 10SP19"	""	"T58654"	"Obligations corporatives"	"2606000"	"104,186"	"104,186"	"104,186"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,680"	"Obligation"	"2"	"2019/09/10"	"0,000"	""	""	"5,45"	"5,122627"
"GEN TRUST-S3-10.5%5JA94 *"	""	"T62448"	"Obligations à escompte (autres)"	"2606000"	"0,000"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"1997/09/15"	"0,000"	""	""	"n/d"	"n/d"
"GENCO RESOURCES LTD"	"GGC"	"276445"	"Actions ordinaires"	"330"	"0,450"	"0,470"	"0,470"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"GENCO SHIPPING & TRADING"	"GNK"	"276485"	"Actions ordinaires"	"315"	"22,230"	"22,260"	"22,260"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"1,000"	"2008/11/13"	"NYS"	"0,00"	""
"GENECAN FINL -A- 1ST PFD"	""	"276451"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GENENTECH INC *"	"DNA"	"276448"	"Actions ordinaires"	"330"	"94,970"	"94,980"	"94,970"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""
"GENERAL DON CV 7% 30JN14"	"GDI.DB"	"T55457"	"Débentures convertibles"	"2756000"	"96,500"	"98,250"	"98,240"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2014/06/30"	"0,000"	""	"TSE"	"7,13"	"7,471841"
"GENERAL DONLEE INC FD T/U"	"GDI.UN"	"277854"	"Fiducies de redevances"	"3308001"	"7,020"	"7,100"	"7,090"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,090"	"2010/01/22"	"TSE"	"15,23"	""
"GENERAL DYNAMICS CORP"	"GD"	"278077"	"Actions ordinaires"	"315"	"67,870"	"67,890"	"67,860"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,380"	"2010/01/13"	"NYS"	"2,24"	""
"GENERAL ELECTRIC COMPANY"	"GE"	"278309"	"Actions ordinaires"	"315"	"16,370"	"16,380"	"16,370"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,100"	"2009/12/23"	"NYS"	"2,44"	""
"GENERAL MILLS INC"	"GIS"	"279406"	"Actions ordinaires"	"315"	"70,770"	"70,790"	"70,770"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,490"	"2010/01/07"	"NYS"	"2,77"	""
"GENERAL MOTORS 7.25%SR NT"	"XGM"	"279481"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	"2041/07/15"	"0,453"	"2009/03/27"	"NYS"	"n/d"	""
"GENERAL MOTORS CORP *"	"GM"	"279455"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,250"	"2008/05/14"	"NYS"	"n/d"	""
"GENESCO INC"	"GCO"	"282327"	"Actions ordinaires"	"315"	"24,470"	"24,490"	"24,460"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,000"	"2008/05/28"	"NYS"	"0,00"	""
"GENESIS DIRECT INC"	"GDIRQ"	"282375"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"GENESIS EXPLORATION LTD*"	""	"282345"	"Actions ordinaires"	"315"	"18,250"	"18,250"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GENESIS MICROCHIP INC *"	""	"282365"	"Actions ordinaires"	"330"	"22,500"	"22,750"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2002/02/12"	""	"n/d"	""
"GENISYS INC CL A"	""	"282372"	"Actions ordinaires"	"3308011"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GENIVAR INCOME FUND PARTS"	"GNV.UN"	"282472"	"Fiducies de redevances"	"3308001"	"26,690"	"26,800"	"26,800"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,125"	"2010/01/27"	"TSE"	"5,60"	""
"GENNUM CORP"	"GND"	"282616"	"Actions ordinaires"	"330"	"4,550"	"4,680"	"4,600"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,035"	"2009/10/05"	"TSE"	"3,04"	""
"GENOIL INC"	"GNO"	"282627"	"Actions ordinaires"	"330"	"0,180"	"0,185"	"0,180"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"GENOMIC HEALTH INC"	"GHDX"	"282644"	"Actions ordinaires"	"315"	"16,550"	"16,570"	"16,570"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"GENSCI REGENERATION SCI *"	""	"282661"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/10/29"	""	"n/d"	""
"GENTRA INC *"	""	"282755"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GENTRA INC COM *"	""	"282780"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GENTRA INC FXD/FR PR-G *"	""	"282757"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,326"	""	""	"n/d"	""
"GENTRA INC PR SR-M *"	"GTA.PR.M"	"282759"	"Actions privilégiées"	"310"	"16,450"	"17,500"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,314"	"2001/05/08"	"T"	"0,00"	""
"GENTRA INC PRIORITY PFD"	""	"282768"	"Actions privilégiées"	"310"	"22,500"	"23,500"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GENUINE PARTS CO"	"GPC"	"282814"	"Actions ordinaires"	"315"	"38,310"	"38,320"	"38,300"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,400"	"2009/12/02"	"NYS"	"4,18"	""
"GENZYME CORPORATION"	"GENZ"	"282741"	"Actions ordinaires"	"315"	"54,380"	"54,430"	"54,380"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"GEOPHYSICAL PROSPECTING *"	"GPHYF"	"282862"	"Actions ordinaires"	"330"	"0,030"	"0,050"	"0,030"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"GEORGE WES CB05 3% 30JN23"	"WN.DB"	"T63283"	"Débentures convertibles"	"2606000"	"63,120"	"63,350"	"63,120"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,000"	"Obligation"	"2"	"2023/06/30"	"0,000"	""	"TSE"	"4,75"	"7,372153"
"GEORGE WEST 5.05% 10MR14"	""	"X46813"	"Obligations corporatives"	"2606000"	"106,822"	"106,822"	"106,822"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,050"	"Obligation"	"2"	"2014/03/10"	"0,000"	""	""	"4,73"	"3,266434"
"GEORGE WEST144A 5.9%5FB09"	""	"X46806"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,900"	"Obligation"	"2"	"2009/02/05"	"0,000"	""	""	"5,90"	"0,000000"
"GEORGE WESTON LTD"	"WN"	"732081"	"Actions ordinaires"	"315"	"69,330"	"69,650"	"69,570"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,360"	"2009/12/11"	"TSE"	"2,07"	""
"GEOSTAR METALS INC *"	"GOS"	"283112"	"Actions ordinaires"	"330"	"1,440"	"1,450"	"1,440"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""
"GERDAU AMER CV 6.5%30AV07"	"GNA.DB"	"T64021"	"Obligations (autres)"	"2756000"	"99,750"	"100,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,500"	"Obligation"	"2"	"2007/04/30"	"0,000"	""	"TSE"	"6,52"	"0,000000"
"GERDAU AMERISTEEL CORP"	"GNA"	"283360"	"Actions ordinaires"	"315"	"8,520"	"8,540"	"8,520"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,020"	"2009/03/03"	"TSE"	"0,99"	""
"GERDAU SA-SPON ADR"	"GGB"	"283357"	"Actions ordinaires"	"3158000"	"14,240"	"14,260"	"14,260"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,101"	"2010/01/04"	"NYS"	"n/d"	""
"GERON CORP"	"GERN"	"283479"	"Actions ordinaires"	"315"	"5,710"	"5,720"	"5,710"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"GES SAUVE/BISSON CAN"	""	"761204"	"Fonds d'actions canadiennes"	"3807150"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GES SAUVE/BISSON ETR"	""	"761205"	"Fonds d'actions internationales"	"3807300"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT ACT US"	""	"761181"	"Fonds d'actions américaines"	"3807250"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT ACT. CAN."	""	"761164"	"Fonds d'actions canadiennes"	"3807150"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT ACTION.CAN"	""	"761163"	"Fonds d'actions canadiennes"	"3807150"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT AMERICAIN"	""	"761179"	"Fonds d'actions américaines"	"3807250"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT INTL"	""	"761180"	"Fonds d'actions internationales"	"3807300"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT MONDIAL"	""	"761178"	"Fonds d'actions internationales"	"3807300"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT OBL TX CAP"	""	"761222"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT OBLIG.(G)"	""	"761185"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST PORT OBLIGATION"	""	"760975"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GEST SAUVE/BISSON RF"	""	"761242"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GETTY COPPER CORP *"	"GTY"	"283605"	"Actions ordinaires"	"330"	"0,140"	"0,160"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/03/05"	"V"	"n/d"	""
"GGOF CROIS MDL S/N"	"GGF186"	"995556"	"Fonds d'actions globales"	"3807500"	"5,840"	"5,840"	"5,840"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GGOF RSP GLB GRW/D/N"	"GGF203"	"970785"	"Fonds d'actions globales"	"3807500"	"4,520"	"4,520"	"4,520"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GGOF SAN SCI GLB D/N"	"GGF208"	"987335"	"Fonds d'actions globales"	"3807630"	"4,220"	"4,220"	"4,220"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GI FD ACT EUR C /S/N"	"IGI021"	"995873"	"Fonds d'actions européennes"	"3807450"	"10,599"	"10,599"	"10,599"	"CAD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,170"	"2009/12/18"	""	"1,60"	""
"GI FD ACT JAP C /S/N"	"IGI003"	"995976"	"Fonds d'actions - Asie et côte pacifique"	"3807410"	"6,144"	"6,144"	"6,144"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GI FD ACT NA C /S/N"	"IGI004"	"995970"	"Fonds d'actions nord-américaines"	"3807350"	"19,011"	"19,011"	"19,011"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,153"	"2009/12/18"	""	"0,80"	""
"GI FD REP TAC C /S/N"	"IGI024"	"996008"	"Fonds de placement équilibré"	"3807520"	"5,738"	"5,738"	"5,738"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,748"	"2007/12/21"	""	"13,04"	""
"GI FDDIVIDEND C /S/N"	"IGI008"	"995949"	"Fonds d'actions canadiennes"	"3807155"	"19,980"	"19,980"	"19,980"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,191"	"2009/12/18"	""	"3,83"	""
"GI FDMUTUELCAN C/S/N"	"IGI002"	"995887"	"Fonds d'actions canadiennes"	"3807155"	"17,123"	"17,123"	"17,123"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,076"	"2009/12/18"	""	"1,77"	""
"GI FDVALGCEU C S/N"	"IGI006"	"995931"	"Fonds d'actions américaines"	"3807250"	"47,473"	"47,473"	"47,473"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GI POCROISS C /S/N"	"IGI016"	"995968"	"Fonds d'actions globales"	"3807500"	"9,775"	"9,775"	"9,775"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,914"	"2007/12/28"	""	"9,35"	""
"GIENOW WIND&DOOR INCM T/*"	"GIF.UN"	"284841"	"Fiducies de redevances"	"3308001"	"4,190"	"4,200"	"4,190"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,050"	"2007/10/25"	"TSE"	"0,00"	""
"GILDAN ACTIVEWEAR INC"	"GIL"	"284950"	"Actions ordinaires"	"315"	"23,000"	"23,490"	"23,340"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""
"GILEAD SCIENCES INC"	"GILD"	"284965"	"Actions ordinaires"	"315"	"45,730"	"45,750"	"45,710"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""
"GILLETTE CO *"	"G"	"285205"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,163"	"2005/07/20"	"NY"	"n/d"	""
"GKN PLC SPONS ADR"	"GKNLY"	"272311"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"1,880"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,537"	"2009/07/21"	"NAS"	"57,13"	""
"GLAMIS GOLD LTD *"	"GLG"	"285678"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,050"	""	"TSE"	"n/d"	""
"GLATFELTER"	"GLT"	"285783"	"Actions ordinaires"	"315"	"13,360"	"13,370"	"13,350"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,090"	"2010/01/06"	"NYS"	"2,70"	""
"GLAXO HLDGS PLC SPD-ADR *"	""	"285790"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"0,000"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""
"GLAXO SMITHKLINE-PLC-ADR"	"GSK"	"285791"	"Actions ordinaires"	"3158000"	"40,420"	"40,430"	"40,450"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,490"	"2009/11/04"	"NYS"	"4,85"	""
"GLAXOSMITHKLINE PLC 25P"	"GLAXF"	"285796"	"Actions ordinaires"	"330"	"21,196"	"21,196"	"21,196"	"CAD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,150"	"2009/11/04"	"NAS"	"n/d"	""
"GLB ST DV JPN+-A/D/N"	"AGF418"	"995377"	"Fonds d'actions - Asie et côte pacifique"	"3807400"	"2,870"	"2,870"	"2,870"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	"2001/07/06"	""	"n/d"	""
"GLB ST DV SH TRM-X"	"GSF587"	"995508"	"Fonds d'investissement"	"380"	"9,970"	"9,970"	"9,970"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""
"GLB ST EU PL RSP/D/N"	"AGF424"	"995496"	"Fonds d'actions européennes"	"3807450"	"13,660"	"13,660"	"13,660"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	"2001/12/14"	""	"n/d"	""
"GLB ST EURO PL-A/D/N"	"AGF110"	"995536"	"Fonds d'actions européennes"	"3807450"	"13,140"	"13,140"	"13,140"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	"2002/01/09"	""	"n/d"	""
"GLB ST INCM PL-A /D"	"AGF388C"	"995489"	"Fonds de placement équilibré"	"3807550"	"21,660"	"21,660"	"21,660"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"1,400"	""	""	"n/d"	""
