"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"	"Description"
"N.PR.U"	"337437"	"Actions privilégiées"	"310"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	"2003/05/01"	"0,460"	"2003/04/29"	"TF"	"n/d"	""	"INCO PFD -E- *"
"INZ.UN"	"337510"	"Fiducies de redevances"	"3308001"	"15,200"	"15,600"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,658"	"2006/02/23"	"TSE"	"0,00"	""	"INCOME FINANCIAL PLUS T/*"
"INC.UN"	"337503"	"Fiducies de redevances"	"3308001"	"9,410"	"9,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,069"	"2010/01/27"	"TSE"	"8,83"	""	"INCOME FINANCIAL T/U"
"STQ"	"337574"	"Actions ordinaires"	"3308005"	"20,610"	"20,680"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,083"	"2007/02/26"	"TSE"	"n/d"	""	"INCOME STREAM III CAP YLD"
"STQ.E"	"337573"	"Actions privilégiées structurées"	"3108005"	"10,260"	"10,990"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,088"	"2010/01/27"	"TSE"	"10,23"	""	"INCOME STREAM III EQU DIV"
""	"337581"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,030"	""	""	"n/d"	""	"INCOME TRUSTCO SUB VTG-B"
""	"V08667"	"Obligations (autres)"	"2606000"	"115,952"	"115,952"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,250"	"Obligation"	"2"	"2019/03/27"	"0,000"	""	""	"7,12"	"5,964158"	"IND ALL C14 8.25%TV27MR19"
"IFSB"	"337621"	"Actions ordinaires"	"330"	"1,700"	"1,890"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,000"	""	"NAS"	"0,00"	""	"INDEPENDENCE FED SVG BANK"
"IDT.UN"	"337939"	"Fiducies de redevances"	"3308001"	"12,870"	"13,330"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,075"	"2006/03/29"	"TSE"	"0,00"	""	"INDEXPLUS 2 INCM FUND T/*"
"IDX.UN"	"337927"	"Fiducies de redevances"	"3308001"	"10,390"	"10,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,080"	"2010/01/27"	"TSE"	"9,24"	""	"INDEXPLUS INCOME FUND T/U"
"IFN"	"337745"	"Fonds à capitalisation fermée: Actions"	"3158015"	"30,100"	"30,130"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,670"	"2008/12/29"	"NYS"	"2,23"	""	"INDIA FUND INC"
"IGC"	"337768"	"Actions ordinaires"	"330"	"1,360"	"1,480"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"ASE"	"n/d"	""	"INDIA GLOBALIZATION CAP"
"DJII"	"I~0001"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, DJII"
"DJIN"	"I~000B"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, DJIN"
"BOND"	"I~0009"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, MCLEOD BOND UNI"
"EAFE"	"I~0008"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, MS EAFE"
"NASDAQ"	"I~0000"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, NASDAQ"
"NASDAQ100"	"I~000C"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, NASDAQ 100"
"NASDAQCOMP"	"I~000D"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"INDICE, NASDAQ COMP"
"S&P"	"I~0002"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, S&P"
"S&P500"	"I~0006"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, S&P 500"
"S&P60"	"I~0003"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, S&P 60"
"TSE100"	"I~0004"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, TSE 100"
"TSE300"	"I~0007"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, TSE 300"
"TSE35"	"I~000A"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, TSE 35"
"TSE60"	"I~0005"	"Indices"	""	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Indice"	"0"	""	"0,000"	""	""	"n/d"	""	"Indice, TSE 60"
"IDG"	"338224"	"Actions ordinaires"	"330"	"16,500"	"16,740"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,100"	"2009/11/10"	"TSE"	"2,42"	""	"INDIGO BOOKS & MUSIC INC"
""	"338327"	"Actions ordinaires"	"330"	"7,190"	"7,190"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"INDIGO CVR HEWLETT"
"INDGF"	"338080"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"INDIGO N.V."
""	"V08660"	"Obligations (autres)"	"2606000"	"110,923"	"110,923"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"8,400"	"Obligation"	"2"	"2006/06/19"	"0,000"	""	""	"7,57"	"0,000000"	"INDL ALLI CB 8.4% 19JN06"
"MFC295C"	"995728"	"Fonds de dividendes"	"3807650"	"17,725"	"17,725"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"INDL DIV GWTH FND"
"MFC280"	"995753"	"Fonds d'actions canadiennes"	"3807150"	"3,610"	"3,610"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	"2002/01/18"	""	"n/d"	""	"INDL EQTY FND D/N"
"CMFC291"	"338975"	"Fonds de placement équilibré"	"3807550"	"6,395"	"6,395"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,250"	""	""	"0,00"	""	"INDL INCM FND"
"MFC297C"	"995785"	"Fonds de placement hypothécaires"	"3807800"	"1,288"	"1,288"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	"2000/11/02"	""	"n/d"	""	"INDL MTGE"
"MFC287"	"995783"	"Fonds de placement hypothécaires"	"3807800"	"1,288"	"1,288"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	"2000/11/02"	""	"n/d"	""	"INDL MTGE SEC D/N"
"AIM1623"	"998241"	"Fonds d'actions - Asie et côte pacifique"	"3807400"	"5,668"	"5,668"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"INDO-PAC PERPT-SC /N"
"IAG.PR.A"	"338892"	"Actions privilégiées perpétuelles à taux fixe"	"310"	"20,110"	"20,180"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,288"	"2009/11/26"	"TSE"	"5,70"	""	"INDUSTRIAL ALL IN-A-B PF"
"IAG.PR.C"	"339597"	"Actions privilégiées"	"310"	"27,200"	"27,400"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,388"	"2009/11/26"	"TSE"	"5,69"	""	"INDUSTRIAL ALL IN-A-C PFD"
"IAG"	"338863"	"Actions ordinaires"	"315"	"32,280"	"32,370"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,245"	"2009/11/18"	"TSE"	"3,03"	""	"INDUSTRIAL ALL INS&FNL SV"
"IAG.PR.E"	"338900"	"Actions privilégiées"	"310"	"25,100"	"25,250"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,314"	"2009/11/26"	"TSE"	"4,97"	""	"INDUSTRIAL ALL INS-A-E PF"
"NMFC28"	"338977"	"Fonds d'investissement"	"3807050"	"8,180"	"8,180"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,250"	""	"WU"	"0,00"	""	"INDUSTRIAL INCOME-DSC-NCI"
"IAC"	"339229"	"Actions ordinaires"	"330"	"1,600"	"1,790"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,200"	"2005/10/14"	"TSE"	"0,00"	""	"INDUSTRIES AMISCO LTEE *"
"IMB"	"337606"	"Actions ordinaires"	"315"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,250"	"2007/11/13"	"NYS"	"0,00"	""	"INDYMAC BANCORP INC"
"IEX"	"339305"	"Actions ordinaires"	"330"	"0,930"	"0,940"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"INEX PHARMACEUTICALS COR*"
"IFX"	"339423"	"Actions ordinaires"	"3158000"	"0,000"	"0,000"	"USD"	"DE"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,000"	""	"NYS"	"0,00"	""	"INFINEON TECH AG ADR"
""	"333716"	"Fiducies de redevances"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,003"	"2009/12/28"	""	"n/d"	""	"INFINITY INCOME T/U"
""	"339532"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2000/05/29"	""	"n/d"	""	"INFORMISSION INC(GROUPE)*"
"INSP"	"339407"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"9,000"	"2007/12/06"	"NAS"	"n/d"	""	"INFOSPACE INC *"
""	"339369"	"Actions ordinaires"	"330"	"7,125"	"7,125"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2002/09/11"	""	"n/d"	""	"INFOSPACE INC *"
"INFY"	"339396"	"Actions ordinaires"	"3158000"	"54,500"	"54,510"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,216"	"2009/10/13"	"NAS"	"0,79"	""	"INFOSYS TECH SPON ADR"
"IWMSF"	"339535"	"Actions ordinaires"	"330"	"0,090"	"0,095"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"XY"	"n/d"	""	"INFOWAVE SOFTWARE INC *"
"IW"	"339557"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"INFOWAVE SOFTWARE INC *"
"IIC"	"339783"	"Actions ordinaires"	"315"	"0,000"	"0,000"	"USD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,320"	"2009/03/12"	"TSE"	"3,82"	""	"ING CANADA INC-LVS *"
"AGF519"	"976765"	"Fonds d'actions canadiennes"	"3807152"	"13,218"	"13,218"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"ING CDN S/C /LL/D/N"
"IGR"	"339780"	"Actions ordinaires"	"3308015"	"6,730"	"6,750"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,045"	"2010/01/20"	"ASE"	"8,01"	""	"ING CLARION GL R/E INCM"
"ING"	"339760"	"Actions ordinaires"	"3158000"	"9,710"	"9,720"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"2,348"	"2009/11/25"	"NYS"	"n/d"	""	"ING GROEP NV -SP ADR-"
"IR"	"339798"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,180"	"2009/05/12"	"NYS"	"n/d"	""	"INGERSOLL-RAND CO LTD-A *"
"IR"	"340756"	"Actions ordinaires"	"315"	"35,010"	"35,040"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,070"	"2009/11/10"	"NYS"	"0,80"	""	"INGERSOLL-RAND PLC"
"IMN"	"342507"	"Actions ordinaires"	"315"	"56,890"	"57,170"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,100"	"2009/11/26"	"TSE"	"0,35"	""	"INMET MINING CORP"
"IEF.UN"	"342516"	"Fiducies de redevances"	"3308001"	"10,470"	"10,550"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,083"	"2010/01/27"	"TSE"	"9,48"	""	"INNERGEX POWER INC FD T/U"
"IOP"	"342781"	"Actions ordinaires"	"330"	"11,180"	"11,210"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"0,050"	"2009/03/12"	"NYS"	"0,89"	""	"INNOSPEC INC"
"IXL"	"343762"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"INNOVA EXPLORATION LTD *"
"IN"	"342863"	"Actions ordinaires"	"330"	"0,060"	"0,065"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"INNOVIUM MEDIA PPTY CORP"
"INN.UN"	"342824"	"Société de placement immobilier"	"3308001"	"5,770"	"5,800"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,042"	"2010/01/27"	"TSE"	"8,63"	""	"INNVEST REAL EST INVT T/U"
"INN.DB.B"	"V02159"	"Débentures convertibles"	"2756000"	"98,000"	"99,800"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,000"	"Obligation"	"2"	"2013/05/31"	"0,000"	""	"TSE"	"6,12"	"6,673250"	"INNVEST RED CV 6% 31MI13"
"AYIR"	"836111"	"Autres titres"	"330"	"5,700"	"5,700"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,420"	""	""	"0,00"	""	"INSTAL REC-APF EN T/U-1ST"
""	"836218"	"Autres titres"	"330"	"5,000"	"5,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"INSTAL REC-NCE ENGY TR **"
"PGVIR"	"836375"	"Autres titres"	"330"	"1,700"	"1,700"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"INSTAL REC-PROVIGO INC"
"IS.UN"	"342927"	"Société de placement immobilier"	"3308001"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,006"	"2008/01/29"	"TSX"	"n/d"	""	"INSTORAGE REIT T/U *"
"IS.UN"	"342953"	"Fiducies de redevances"	"3308001"	"3,990"	"4,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,021"	"2008/11/26"	"TSE"	"0,00"	""	"INSTORAGE REIT T/U-NEW *"
""	"M59044"	"Coupons détachés"	"2636000"	"72,032"	"72,032"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2017/04/15"	"0,000"	""	""	"n/d"	"4,649115"	"INT-BELL 15AP17"
""	"M49517"	"Coupons détachés"	"2636000"	"98,882"	"98,882"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2010/12/15"	"0,000"	""	""	"n/d"	"1,273715"	"INT-BELL 15DC10"
""	"M49529"	"Coupons détachés"	"2636000"	"72,678"	"72,678"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2016/12/15"	"0,000"	""	""	"n/d"	"4,742390"	"INT-BELL 15DC16"
""	"M49536"	"Coupons détachés"	"2636000"	"57,935"	"57,935"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2020/06/15"	"0,000"	""	""	"n/d"	"5,396017"	"INT-BELL 15JN20"
""	"M59309"	"Coupons détachés"	"2636000"	"97,845"	"97,845"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2011/05/15"	"0,000"	""	""	"n/d"	"1,688142"	"INT-BELL 15MI11"
""	"M59311"	"Coupons détachés"	"2636000"	"94,353"	"94,353"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2012/05/15"	"0,000"	""	""	"n/d"	"2,557929"	"INT-BELL 15MI12"
""	"M59325"	"Coupons détachés"	"2636000"	"62,688"	"62,688"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2019/05/15"	"0,000"	""	""	"n/d"	"5,148944"	"INT-BELL 15MI19"
""	"M59329"	"Coupons détachés"	"2636000"	"53,995"	"53,995"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2021/05/15"	"0,000"	""	""	"n/d"	"5,604556"	"INT-BELL 15MI21"
""	"M59471"	"Coupons détachés"	"2636000"	"19,254"	"19,254"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2033/05/15"	"0,000"	""	""	"n/d"	"7,326125"	"INT-BELL 15MI33"
""	"M59427"	"Coupons détachés"	"2636000"	"99,704"	"99,704"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2010/05/15"	"0,000"	""	""	"n/d"	"0,985098"	"INT-BELL 15MY10"
""	"M59424"	"Coupons détachés"	"2636000"	"94,353"	"94,353"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2012/05/15"	"0,000"	""	""	"n/d"	"2,557929"	"INT-BELL 15MY12"
""	"M59308"	"Coupons détachés"	"2636000"	"99,010"	"99,010"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2010/11/15"	"0,000"	""	""	"n/d"	"1,241371"	"INT-BELL 15NV10"
""	"M59421"	"Coupons détachés"	"2636000"	"99,018"	"99,018"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2010/11/15"	"0,000"	""	""	"n/d"	"1,231240"	"INT-BELL 15NV10"
""	"M59312"	"Coupons détachés"	"2636000"	"92,369"	"92,369"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2012/11/15"	"0,000"	""	""	"n/d"	"2,869827"	"INT-BELL 15NV12"
""	"M59439"	"Coupons détachés"	"2636000"	"60,484"	"60,484"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2019/11/15"	"0,000"	""	""	"n/d"	"5,261397"	"INT-BELL 15NV19"
""	"M59342"	"Coupons détachés"	"2636000"	"32,317"	"32,317"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2027/11/15"	"0,000"	""	""	"n/d"	"6,549538"	"INT-BELL 15NV27"
""	"M58733"	"Coupons détachés"	"2636000"	"96,116"	"96,116"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2011/12/01"	"0,000"	""	""	"n/d"	"2,165219"	"INT-BELL 1DEC11"
""	"M58735"	"Coupons détachés"	"2636000"	"92,184"	"92,184"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2012/12/01"	"0,000"	""	""	"n/d"	"2,897434"	"INT-BELL 1DEC12"
""	"M58739"	"Coupons détachés"	"2636000"	"83,488"	"83,488"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2014/12/01"	"0,000"	""	""	"n/d"	"3,791615"	"INT-BELL 1DEC14"
""	"M58743"	"Coupons détachés"	"2636000"	"74,014"	"74,014"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2016/12/01"	"0,000"	""	""	"n/d"	"4,491310"	"INT-BELL 1DEC16"
""	"M58734"	"Coupons détachés"	"2636000"	"94,157"	"94,157"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2012/06/01"	"0,000"	""	""	"n/d"	"2,597383"	"INT-BELL 1JUN12"
""	"M58736"	"Coupons détachés"	"2636000"	"89,964"	"89,964"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2013/06/01"	"0,000"	""	""	"n/d"	"3,209395"	"INT-BELL 1JUN13"
""	"M58738"	"Coupons détachés"	"2636000"	"85,495"	"85,495"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2014/06/01"	"0,000"	""	""	"n/d"	"3,670026"	"INT-BELL 1JUN14"
""	"M58750"	"Coupons détachés"	"2636000"	"58,102"	"58,102"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2020/06/01"	"0,000"	""	""	"n/d"	"5,387231"	"INT-BELL 1JUN20"
""	"M58751"	"Coupons détachés"	"2636000"	"55,936"	"55,936"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2020/12/01"	"0,000"	""	""	"n/d"	"5,500791"	"INT-BELL 10% 1DEC20"
""	"M30625"	"Coupons détachés"	"2632230"	"98,451"	"98,451"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2011/02/20"	"0,000"	""	""	"n/d"	"1,467984"	"INT-BNQ DE MTL- 20FV11"
""	"M22078"	"Coupons détachés"	"2631112"	"99,992"	"99,992"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2005/12/01"	"0,000"	""	""	"n/d"	"0,000000"	"INT-CANADA 1DC05"
""	"M22080"	"Coupons détachés: Canada"	"2631112"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2007/12/01"	"0,000"	""	""	"n/d"	"0,000000"	"INT-CANADA 1DC07"
""	"M22071"	"Coupons détachés"	"2631112"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2006/06/01"	"0,000"	""	""	"n/d"	"0,000000"	"INT-CANADA 1JN06"
""	"M43146"	"Coupons détachés"	"2631112"	"99,977"	"99,977"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2006/10/01"	"0,000"	""	""	"n/d"	"0,000000"	"INT-CANADA 1OC06"
""	"M43151"	"Coupons détachés"	"2631112"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/10/01"	"0,000"	""	""	"n/d"	"0,000000"	"INT-CANADA 1OC08"
""	"M22084"	"Coupons détachés"	"2631112"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2008/12/01"	"0,000"	""	""	"n/d"	"0,000000"	"INT-CANADA GOVT 1DC08"
""	"M22131"	"Coupons détachés: Canada"	"2631112"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2009/12/01"	"0,000"	""	""	"n/d"	"0,000000"	"INT-CANADA GOVT 1DC09"
""	"M22133"	"Coupons détachés"	"2631112"	"99,568"	"99,568"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2010/12/01"	"0,000"	""	""	"n/d"	"0,510852"	"INT-CANADA GOVT 1DC10"
""	"M22135"	"Coupons détachés"	"2631112"	"97,535"	"97,535"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2011/12/01"	"0,000"	""	""	"n/d"	"1,358778"	"INT-CANADA GOVT 1DC11"
""	"M22139"	"Coupons détachés"	"2631111"	"91,310"	"91,310"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2013/12/01"	"0,000"	""	""	"n/d"	"2,389825"	"INT-CANADA GOVT 1DC13"
""	"M22141"	"Coupons détachés"	"2631111"	"87,644"	"87,644"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2014/12/01"	"0,000"	""	""	"n/d"	"2,757026"	"INT-CANADA GOVT 1DC14"
""	"M22059"	"Coupons détachés"	"2631111"	"80,100"	"80,100"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2016/12/01"	"0,000"	""	""	"n/d"	"3,292705"	"INT-CANADA GOVT 1DC16"
