Symbol	Security	Subcategory	Type	Bid	Ask	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Risk Rating Source	Risk Rating	Region	Non-redeemable	Maturity	Market	Manual overwrite	Last Rating Change	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing	Description
	M86289	Strip Bonds	2631381	99.717	99.717	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.602257	No	INT-PROV QUE NX7 16JL10
	M86295	Strip Bonds	2631381	91.4	91.4	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.624417	No	INT-PROV QUE NX7 16JL13
	M86297	Strip Bonds: Provincials	2631381	87.478	87.478	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.011923	No	INT-PROV QUE NX7 16JL14
	M86299	Strip Bonds	2631381	83.461	83.461	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.359589	No	INT-PROV QUE NX7 16JL15
	M86301	Strip Bonds	2631381	78.735	78.735	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.763638	No	INT-PROV QUE NX7 16JL16
	M86305	Strip Bonds	2631381	69.691	69.691	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.354806	No	INT-PROV QUE NX7 16JL18
	M86250	Strip Bonds	2631381	53.79	53.79	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2022		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.097787	No	INT-PROV QUE NX7 16JL22
	M86291	Strip Bonds: Provincials	2631381	98.241	98.241	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.206668	No	INT-PROV QUE NX7 16JUL11
	M86293	Strip Bonds: Provincials	2631381	95.27	95.27	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.96729	No	INT-PROV QUE NX7 16JUL12
	M85380	Strip Bonds	2631381	99.909	99.909	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.503716	No	INT-PROV QUEBEC 1AP10
	M85393	Strip Bonds: Provincials	2631381	98.8	98.8	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.024573	No	INT-PROV QUEBEC 1AP11
	M85396	Strip Bonds: Provincials	2631381	96.284	96.284	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.743572	No	INT-PROV QUEBEC 1AP12
	M85398	Strip Bonds	2631381	92.539	92.539	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.467691	No	INT-PROV QUEBEC 1AP13
	M85300	Strip Bonds	2631381	84.659	84.659	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.266748	No	INT-PROV QUEBEC 1AP15
	M85316	Strip Bonds	2631381	70.919	70.919	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.289923	No	INT-PROV QUEBEC 1AP18
	M85481	Strip Bonds	2631381	48.41	48.41	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2024		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.248927	No	INT-PROV QUEBEC 1AP24
	M85328	Strip Bonds	2631381	27.376	27.376	CAD								n/a	Fallback by Subcategory	2	CA	No	04/01/2036		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.072764	No	INT-PROV QUEBEC 1AP36
	M85770	Strip Bonds	2631381	93.88	93.88	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.241166	No	INT-PROV QUEBEC 1DC12
	M85805	Strip Bonds	2631381	85.933	85.933	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.175642	No	INT-PROV QUEBEC 1DC14
	M85821	Strip Bonds	2631381	81.796	81.796	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.494994	No	INT-PROV QUEBEC 1DC15
	M85823	Strip Bonds	2631381	76.999	76.999	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.889864	No	INT-PROV QUEBEC 1DC16
	M85825	Strip Bonds	2631381	72.438	72.438	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.193404	No	INT-PROV QUEBEC 1DC17
	M85827	Strip Bonds	2631381	68.144	68.144	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.429499	No	INT-PROV QUEBEC 1DC18
	M85836	Strip Bonds	2631381	56.03	56.03	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.010217	No	INT-PROV QUEBEC 1DC21
	M85853	Strip Bonds	2631381	43.783	43.783	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2025		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.349273	No	INT-PROV QUEBEC 1DC25
	M85858	Strip Bonds	2631381	42.049	42.049	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2026		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.276139	No	INT-PROV QUEBEC 1DC26
	M85768	Strip Bonds	2631381	95.695	95.695	CAD								n/a	Fallback by Subcategory	2	CA	No	06/01/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.891828	No	INT-PROV QUEBEC 1JN12
	M85800	Strip Bonds	2631381	87.979	87.979	CAD								n/a	Fallback by Subcategory	2	CA	No	06/01/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.989387	No	INT-PROV QUEBEC 1JN14
	M85819	Strip Bonds	2631381	84.006	84.006	CAD								n/a	Fallback by Subcategory	2	CA	No	06/01/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.312541	No	INT-PROV QUEBEC 1JN15
	M85824	Strip Bonds	2631381	74.747	74.747	CAD								n/a	Fallback by Subcategory	2	CA	No	06/01/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.040621	No	INT-PROV QUEBEC 1JN17
	M85826	Strip Bonds	2631381	70.21	70.21	CAD								n/a	Fallback by Subcategory	2	CA	No	06/01/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.327755	No	INT-PROV QUEBEC 1JN18
	M85841	Strip Bonds	2631381	51.171	51.171	CAD								n/a	Fallback by Subcategory	2	CA	No	06/01/2023		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.147589	No	INT-PROV QUEBEC 1JN23
	M85383	Strip Bonds: Provincials	2631381	99.513	99.513	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.717822	No	INT-PROV QUEBEC 1OC10
	M85395	Strip Bonds: Provincials	2631381	97.76	97.76	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.351985	No	INT-PROV QUEBEC 1OC11
	M85397	Strip Bonds: Provincials	2631381	94.519	94.519	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.113386	No	INT-PROV QUEBEC 1OC12
	M85400	Strip Bonds: Provincials	2631381	90.689	90.689	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.672566	No	INT-PROV QUEBEC 1OC13
	M85435	Strip Bonds: Provincials	2631381	86.628	86.628	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.090009	No	INT-PROV QUEBEC 1OC14
	M85311	Strip Bonds	2631381	82.545	82.545	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.433557	No	INT-PROV QUEBEC 1OC15
	M85314	Strip Bonds	2631381	77.777	77.777	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.832732	No	INT-PROV QUEBEC 1OC16
	M85315	Strip Bonds	2631381	73.135	73.135	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.156643	No	INT-PROV QUEBEC 1OC17
	M85322	Strip Bonds	2631381	64.52	64.52	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.629759	No	INT-PROV QUEBEC 1OC19
	M85363	Strip Bonds	2631381	56.601	56.601	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.992518	No	INT-PROV QUEBEC 1OC21
	M85484	Strip Bonds	2631381	44.211	44.211	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2025		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.342428	No	INT-PROV QUEBEC 1OC25
	M85520	Strip Bonds	2631385	34.268	34.268	CAD								n/a	Fallback by Subcategory	2	CA	No	10/01/2030		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.314577	No	INT-PROV QUEBEC 1OC30
	M02911	Strip Bonds	2631381	97.309	97.309	CAD								n/a	Fallback by Subcategory	2	CA	No	12/04/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.47938	No	INT-PROV QUEBEC 4DC11
	M02915	Strip Bonds	2631381	98.763	98.763	CAD								n/a	Fallback by Subcategory	2	CA	No	04/09/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.040273	No	INT-PROV QUEBEC 9AP11
	M02916	Strip Bonds	2631381	96.209	96.209	CAD								n/a	Fallback by Subcategory	2	CA	No	04/09/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.769991	No	INT-PROV QUEBEC 9AP12
	M02743	Strip Bonds	2631381	99.483	99.483	CAD								n/a	Fallback by Subcategory	2	CA	No	10/09/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.738077	No	INT-PROV QUEBEC 9OC10
	M02878	Strip Bonds	2631381	84.741	84.741	CAD								n/a	Fallback by Subcategory	2	CA	No	03/21/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.266761	No	INT-PROV QUEBEC 21MR15
	M02891	Strip Bonds	2631381	75.164	75.164	CAD								n/a	Fallback by Subcategory	2	CA	No	03/21/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.073369	No	INT-PROV QUEBEC 21MR17
	M02895	Strip Bonds	2631381	66.401	66.401	CAD								n/a	Fallback by Subcategory	2	CA	No	03/21/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.576238	No	INT-PROV QUEBEC 21MR19
	M02899	Strip Bonds	2631381	58.392	58.392	CAD								n/a	Fallback by Subcategory	2	CA	No	03/21/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.943023	No	INT-PROV QUEBEC 21MR21
	M02901	Strip Bonds	2631381	54.83	54.83	CAD								n/a	Fallback by Subcategory	2	CA	No	03/21/2022		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.070009	No	INT-PROV QUEBEC 21MR22
	M02903	Strip Bonds	2631381	51.518	51.518	CAD								n/a	Fallback by Subcategory	2	CA	No	03/21/2023		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.172723	No	INT-PROV QUEBEC 21MR23
	M02896	Strip Bonds	2631381	64.208	64.208	CAD								n/a	Fallback by Subcategory	2	CA	No	09/21/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.695749	No	INT-PROV QUEBEC 21SP19
	M02900	Strip Bonds	2631381	56.522	56.522	CAD								n/a	Fallback by Subcategory	2	CA	No	09/21/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.017127	No	INT-PROV QUEBEC 21SP21
	M02908	Strip Bonds	2631381	44.507	44.507	CAD								n/a	Fallback by Subcategory	2	CA	No	09/21/2025		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.307127	No	INT-PROV QUEBEC 21SP25
	M86418	Strip Bonds: Provincials	2631381	96.301	96.301	CAD								n/a	Fallback by Subcategory	2	CA	No	03/30/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.739029	No	INT-PROV QUEBEC 30MR12
	M86406	Strip Bonds	2631381	92.561	92.561	CAD								n/a	Fallback by Subcategory	2	CA	No	03/30/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.46433	No	INT-PROV QUEBEC 30MR13
	M86401	Strip Bonds	2631385	88.73	88.73	CAD								n/a	Fallback by Subcategory	2	CA	No	03/30/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.905168	No	INT-PROV QUEBEC 30MR14
	M86403	Strip Bonds	2631381	84.678	84.678	CAD								n/a	Fallback by Subcategory	2	CA	No	03/30/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.265785	No	INT-PROV QUEBEC 30MR15
	M86421	Strip Bonds	2631385	75.521	75.521	CAD								n/a	Fallback by Subcategory	2	CA	No	03/30/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.990396	No	INT-PROV QUEBEC 30MR17
	M86434	Strip Bonds	2631381	70.939	70.939	CAD								n/a	Fallback by Subcategory	2	CA	No	03/30/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.289262	No	INT-PROV QUEBEC 30MR18
	M86444	Strip Bonds	2631381	51.641	51.641	CAD								n/a	Fallback by Subcategory	2	CA	No	03/30/2023		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.143764	No	INT-PROV QUEBEC 30MR23
	M86425	Strip Bonds: Provincials	2631385	99.516	99.516	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.716274	No	INT-PROV QUEBEC 30SP10
	M86417	Strip Bonds: Provincials	2631381	97.769	97.769	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.348684	No	INT-PROV QUEBEC 30SP11
	M86419	Strip Bonds	2631381	94.533	94.533	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.120403	No	INT-PROV QUEBEC 30SP12
	M86286	Strip Bonds	2631385	90.703	90.703	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.687498	No	INT-PROV QUEBEC 30SP13
	M86402	Strip Bonds	2631381	86.646	86.646	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.110563	No	INT-PROV QUEBEC 30SP14
	M86435	Strip Bonds	2631381	68.849	68.849	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.394247	No	INT-PROV QUEBEC 30SP18
	M86437	Strip Bonds	2631381	64.537	64.537	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.628251	No	INT-PROV QUEBEC 30SP19
	M86441	Strip Bonds	2631381	56.616	56.616	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.991335	No	INT-PROV QUEBEC 30SP21
	M86443	Strip Bonds	2631381	53.114	53.114	CAD								n/a	Fallback by Subcategory	2	CA	No	09/30/2022		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.116805	No	INT-PROV QUEBEC 30SP22
	M86168	Strip Bonds	2631385	97.374	97.374	CAD								n/a	Fallback by Subcategory	2	CA	No	08/06/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.755919	No	INT-QUEBEC HOUSING 6AG11
	M86170	Strip Bonds	2631385	93.888	93.888	CAD								n/a	Fallback by Subcategory	2	CA	No	08/06/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.525366	No	INT-QUEBEC HOUSING 6AG12
	M86172	Strip Bonds	2631385	90.416	90.416	CAD								n/a	Fallback by Subcategory	2	CA	No	08/06/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.896223	No	INT-QUEBEC HOUSING 6AG13
	M86167	Strip Bonds	2631385	98.535	98.535	CAD								n/a	Fallback by Subcategory	2	CA	No	02/06/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.439118	No	INT-QUEBEC HOUSING 6FB11
	M86169	Strip Bonds	2631385	95.81	95.81	CAD								n/a	Fallback by Subcategory	2	CA	No	02/06/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.127867	No	INT-QUEBEC HOUSING 6FB12
	M86171	Strip Bonds	2631385	92.459	92.459	CAD								n/a	Fallback by Subcategory	2	CA	No	02/06/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.618871	No	INT-QUEBEC HOUSING 6FB13
	M86173	Strip Bonds	2631385	87.587	87.587	CAD								n/a	Fallback by Subcategory	2	CA	No	02/06/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.341028	No	INT-QUEBEC HOUSING 6FB14
	M86174	Strip Bonds	2631421	85.325	85.325	CAD								n/a	Fallback by Subcategory	2	CA	No	08/06/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.566449	No	INT-QUEBEC HSG 6AO14
	M83040	Strip Bonds	2631385	99.727	99.727	CAD								n/a	Fallback by Subcategory	2	CA	No	07/10/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.601914	No	INT-QUEBEC HYD 10JL10
	M80813	Strip Bonds	2631385	57.029	57.029	CAD								n/a	Fallback by Subcategory	2	CA	No	08/15/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.981069	No	INT-QUEBEC HYD 15AG21
	M80817	Strip Bonds	2631385	50.477	50.477	CAD								n/a	Fallback by Subcategory	2	CA	No	08/15/2023		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.173513	No	INT-QUEBEC HYD 15AG23
	M80821	Strip Bonds	2631385	44.531	44.531	CAD								n/a	Fallback by Subcategory	2	CA	No	08/15/2025		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.338973	No	INT-QUEBEC HYD 15AG25
	M22285	Strip Bonds: Provincials	2631385	99.888	99.888	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.510171	No	INT-QUEBEC HYD 15AP10
	M22289	Strip Bonds	2631385	96.152	96.152	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.783944	No	INT-QUEBEC HYD 15AP12
	M22291	Strip Bonds: Provincials	2631385	92.376	92.376	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.478222	No	INT-QUEBEC HYD 15AP13
	M22293	Strip Bonds	2631385	88.543	88.543	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.926009	No	INT-QUEBEC HYD 15AP14
	M22297	Strip Bonds	2631385	79.957	79.957	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.662097	No	INT-QUEBEC HYD 15AP16
	M22299	Strip Bonds	2631385	75.332	75.332	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.001784	No	INT-QUEBEC HYD 15AP17
	M22303	Strip Bonds	2631385	66.511	66.511	CAD								n/a	Fallback by Subcategory	2	CA	No	04/15/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.52271	No	INT-QUEBEC HYD 15AP19
	M80812	Strip Bonds	2631385	58.901	58.901	CAD								n/a	Fallback by Subcategory	2	CA	No	02/15/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.903313	No	INT-QUEBEC HYD 15FB21
	M80814	Strip Bonds	2631385	55.269	55.269	CAD								n/a	Fallback by Subcategory	2	CA	No	02/15/2022		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.040666	No	INT-QUEBEC HYD 15FB22
	M80816	Strip Bonds	2631385	51.771	51.771	CAD								n/a	Fallback by Subcategory	2	CA	No	02/15/2023		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.171104	No	INT-QUEBEC HYD 15FB23
	M22357	Strip Bonds	2631385	93.395	93.395	CAD								n/a	Fallback by Subcategory	2	CA	No	01/15/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.325364	No	INT-QUEBEC HYD 15JA13
	M22359	Strip Bonds	2631385	89.593	89.593	CAD								n/a	Fallback by Subcategory	2	CA	No	01/15/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.804888	No	INT-QUEBEC HYD 15JA14
	M22365	Strip Bonds	2631385	76.44	76.44	CAD								n/a	Fallback by Subcategory	2	CA	No	01/15/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.928335	No	INT-QUEBEC HYD 15JA17
	M22367	Strip Bonds	2631385	71.801	71.801	CAD								n/a	Fallback by Subcategory	2	CA	No	01/15/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.242661	No	INT-QUEBEC HYD 15JA18
	M22352	Strip Bonds	2631385	99.72	99.72	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.599339	No	INT-QUEBEC HYD 15JL10
	M22354	Strip Bonds	2631385	98.247	98.247	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.211609	No	INT-QUEBEC HYD 15JL11
	M22358	Strip Bonds: Provincials	2631385	91.409	91.409	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.603684	No	INT-QUEBEC HYD 15JL13
	M22360	Strip Bonds	2631385	87.489	87.489	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.036283	No	INT-QUEBEC HYD 15JL14
	M22364	Strip Bonds	2631385	78.748	78.748	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.762614	No	INT-QUEBEC HYD 15JL16
	M22366	Strip Bonds	2631385	73.997	73.997	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.114612	No	INT-QUEBEC HYD 15JL17
	M22368	Strip Bonds	2631385	69.709	69.709	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.353062	No	INT-QUEBEC HYD 15JL18
	M22372	Strip Bonds	2631385	61.242	61.242	CAD								n/a	Fallback by Subcategory	2	CA	No	07/15/2020		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.79536	No	INT-QUEBEC HYD 15JL20
	M22286	Strip Bonds: Provincials	2631385	99.471	99.471	CAD								n/a	Fallback by Subcategory	2	CA	No	10/15/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.738257	No	INT-QUEBEC HYD 15OC10
	M22288	Strip Bonds: Provincials	2631385	97.665	97.665	CAD								n/a	Fallback by Subcategory	2	CA	No	10/15/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.378564	No	INT-QUEBEC HYD 15OC11
	M22292	Strip Bonds	2631385	90.556	90.556	CAD								n/a	Fallback by Subcategory	2	CA	No	10/15/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.702185	No	INT-QUEBEC HYD 15OC13
	M22300	Strip Bonds	2631385	72.948	72.948	CAD								n/a	Fallback by Subcategory	2	CA	No	10/15/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.170109	No	INT-QUEBEC HYD 15OC17
	M80749	Strip Bonds	2631385	93.384	93.384	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.327248	No	INT-QUEBEC HYD 16JAN13
	M80750	Strip Bonds	2631385	89.582	89.582	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.806104	No	INT-QUEBEC HYD 16JAN14
	M80751	Strip Bonds	2631385	85.453	85.453	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.210102	No	INT-QUEBEC HYD 16JAN15
	M80756	Strip Bonds	2631385	76.427	76.427	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.929296	No	INT-QUEBEC HYD 16JAN17
	M80752	Strip Bonds	2631385	83.461	83.461	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.359589	No	INT-QUEBEC HYD 16JUL15
	M80757	Strip Bonds	2631385	74.14	74.14	CAD								n/a	Fallback by Subcategory	2	CA	No	07/16/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.086172	No	INT-QUEBEC HYD 16JUL17
	M80540	Strip Bonds	2631385	71.316	71.316	CAD								n/a	Fallback by Subcategory	2	CA	No	02/26/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.268396	No	INT-QUEBEC HYD 26FEB18
	M80500	Strip Bonds	2631385	97.006	97.006	CAD								n/a	Fallback by Subcategory	2	CA	No	01/10/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.563855	No	INT-QUEBEC HYDRO 10JA12
	M80889	Strip Bonds	2631385	89.65	89.65	CAD								n/a	Fallback by Subcategory	2	CA	No	01/10/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.798213	No	INT-QUEBEC HYDRO 10JA14
	M80894	Strip Bonds	2631385	76.501	76.501	CAD								n/a	Fallback by Subcategory	2	CA	No	01/10/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.924305	No	INT-QUEBEC HYDRO 10JA17
	M80323	Strip Bonds	2631385	91.456	91.456	CAD								n/a	Fallback by Subcategory	2	CA	No	07/10/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.618872	No	INT-QUEBEC HYDRO 10JL13
	M84819	Strip Bonds: Provincials	2631385	99.642	99.642	CAD								n/a	Fallback by Subcategory	2	CA	No	08/15/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.644844	No	INT-QUEBEC HYDRO 15AG10
	M84821	Strip Bonds	2631385	98.058	98.058	CAD								n/a	Fallback by Subcategory	2	CA	No	08/15/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.270442	No	INT-QUEBEC HYDRO 15AG11
