"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"MY (%)"	"YTM - Market (%)"	"Exclude from Billing"
"LAVAL BEO 4.5% 14FB15"	""	"Q40505"	"Municipal & Para-governmental Bonds"	"2601411"	"104.894"	"104.894"	"104.894"	"CAD"	"4.29"	"3.436521"	"No"
"LAVAL BEO 4.55% 27JN12"	""	"Q42798"	"Municipal & Para-governmental Bonds"	"2601411"	"105.253"	"105.253"	"105.253"	"CAD"	"4.32"	"2.305297"	"No"
"LAVAL BEO 4.65% 27JN13"	""	"Q42799"	"Municipal & Para-governmental Bonds"	"2601411"	"105.864"	"105.864"	"105.864"	"CAD"	"4.39"	"2.838180"	"No"
"LAVAL BEO 4.85% 12JL16"	""	"Q43170"	"Municipal & Para-governmental Bonds"	"2601411"	"105.690"	"105.690"	"105.690"	"CAD"	"4.59"	"3.847104"	"No"
"LAVAL BEO 5.75% 7JA11"	""	"Q42700"	"Municipal & Para-governmental Bonds"	"2601411"	"103.900"	"103.900"	"103.900"	"CAD"	"5.53"	"1.597250"	"No"
"LAVAL BEO 4.2% 11OC14"	""	"Q40513"	"Municipal & Para-governmental Bonds"	"2601411"	"103.801"	"103.801"	"103.801"	"CAD"	"4.05"	"3.320397"	"No"
"LAVAL BEO 4.35% 15MR16"	""	"Q42893"	"Municipal & Para-governmental Bonds"	"2601411"	"103.265"	"103.265"	"103.265"	"CAD"	"4.21"	"3.748614"	"No"
"LAVAL BEO 5.15% 11AG14"	""	"Q42849"	"Municipal & Para-governmental Bonds"	"2601411"	"107.903"	"107.903"	"107.903"	"CAD"	"4.77"	"3.264879"	"No"
"LAVAL UNIV BEO 4% 1DC11"	""	"H40007"	"Municipal & Para-governmental Bonds"	"2601421"	"103.633"	"103.633"	"103.633"	"CAD"	"3.86"	"1.987818"	"No"
"LAVAL UNIV BEO 4% 7MY10"	""	"H40014"	"Municipal & Para-governmental Bonds"	"2601421"	"100.853"	"100.853"	"100.853"	"CAD"	"3.97"	"0.956183"	"No"
"LAVAL UNIV BEO4.15%22MY13"	""	"H40017"	"Municipal & Para-governmental Bonds"	"2601421"	"104.265"	"104.265"	"104.265"	"CAD"	"3.98"	"2.796063"	"No"
"LAVALIN INDUSTRIES *"	""	"389876"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"LAW ENT A SER-I /D/N"	"LEF810"	"974893"	"Canadian Equity Funds"	"3807040"	"4.867"	"4.867"	"4.867"	"CAD"	"n/a"	""	"No"
"LAW ENT A SERIII/D/N"	"LEF310"	"944262"	"Canadian Equity Funds"	"3807040"	"4.886"	"4.886"	"4.886"	"CAD"	"n/a"	""	"No"
"LAZARD GLOB TOT RT&INC FD"	"LGI"	"390454"	"Closed-end Funds: Stocks"	"3308015"	"15.050"	"15.130"	"15.130"	"USD"	"6.02"	""	"No"
"LB GIC 5% 17DC12A"	""	"V49873"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"5.00"	"5.000000"	"No"
"LB GIC 5% 18DC12A"	""	"V49880"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"5.00"	"5.000000"	"No"
"LB GIC 5% 19DC12A"	""	"V49897"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"5.00"	"5.000000"	"No"
"LB GIC 4.2% 19AP10A"	""	"V51238"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.20"	"4.200000"	"No"
"LB GIC 4.2% 21MR12A"	""	"V48093"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.20"	"4.200000"	"No"
"LB GIC 4.3% 2DC11A"	""	"V52289"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.30"	"4.300000"	"No"
"LB GIC 4.3% 3OC11A"	""	"V51909"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.30"	"4.300000"	"No"
"LB GIC 4.5% 3OC13A"	""	"V51915"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"LB GIC 4.5% 6FB12A"	""	"V50611"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"LB GIC 4.5% 16JA12A"	""	"V50377"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"LB GIC 4.6% 27NV13A"	""	"V52246"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.60"	"4.600000"	"No"
"LB GIC 4.8% 7SP10A"	""	"V49263"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.80"	"4.800000"	"No"
"LB GIC 4.8% 8JA13A"	""	"V50181"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.80"	"4.800000"	"No"
"LB GIC 4.8% 13DC10A"	""	"V49957"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.80"	"4.800000"	"No"
"LB GIC 4.9% 12OC12A"	""	"V49492"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.90"	"4.900000"	"No"
"LB GIC 5% 18JN10A"	""	"V48391"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"5.00"	"5.000000"	"No"
"LB GIC 3.25% 22DC14A"	""	"V53527"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"3.25"	"3.250000"	"No"
"LB GIC 4.1% 28JA10CA"	""	"V50496"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"100.000"	"CAD"	"4.10"	"4.100000"	"No"
"LB GIC 4.15% 5FB10A"	""	"V50597"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.15"	"4.150000"	"No"
"LB GIC 4.3% 3OC11CA"	""	"V51899"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.30"	"4.300000"	"No"
"LB GIC 4.4% 24JA11CA"	""	"V50447"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"100.000"	"CAD"	"4.40"	"4.400000"	"No"
"LB GIC 4.5% 1OC13CA"	""	"V51895"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.50"	"4.500000"	"No"
"LB GIC 4.56% 4JN13A"	""	"V51481"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.56"	"4.560000"	"No"
"LB GIC 4.6% 2DC13CA"	""	"V52293"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.60"	"4.600000"	"No"
"LB GIC 4.65% 6FB13A"	""	"V50613"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.65"	"4.650000"	"No"
"LB GIC 4.65% 25FB13A"	""	"V50804"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.65"	"4.650000"	"No"
"LB GIC 4.75% 10JA13A"	""	"V50327"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.75"	"4.750000"	"No"
"LB GIC 4.8% 16AG10A"	""	"V49157"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.80"	"4.800000"	"No"
"LB GIC 4.8% 6DC10CA"	""	"V49761"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"100.000"	"CAD"	"4.80"	"4.800000"	"No"
"LB GIC 4.85% 15OC10A"	""	"V49502"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.85"	"4.850000"	"No"
"LB GIC 4.95% 11DC12A"	""	"V49849"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.95"	"4.950000"	"No"
"LB GIC 5.07% 11JL12A"	""	"V48922"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"5.07"	"5.070000"	"No"
"LB GIC 4.325% 1DC11A"	""	"V52269"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.33"	"4.325000"	"No"
"LB GIC 4.325% 21NV11A"	""	"V52187"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.33"	"4.325000"	"No"
"LB GIC 4.825% 7JA13A"	""	"V50149"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.83"	"4.825000"	"No"
"LB GIC 4.85% 6DC12CA"	""	"V49808"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"100.000"	"CAD"	"4.85"	"4.850000"	"No"
"LB GIC 5.06% 18JN12A"	""	"V48775"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"5.06"	"5.060000"	"No"
"LB GIC 4.35% 15MR11A"	""	"V46441"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"4.35"	"4.350000"	"No"
"LB GIC 5.1% 14JN12A"	""	"V48751"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"0.000"	"CAD"	"5.10"	"5.100000"	"No"
"LB RD06 6.5% F/R 1JN11"	""	"V38294"	"Bonds (other)"	"2602230"	"100.000"	"100.000"	"100.000"	"CAD"	"6.50"	"6.491413"	"No"
"LBC FX-11 4.9%-F/R 25JA16"	""	"V46119"	"Corporate Bonds"	"2602230"	"103.198"	"103.198"	"103.198"	"CAD"	"4.75"	"4.289802"	"No"
"LE GROUPE FOREX CL-A MVS"	""	"267436"	"Common Stock"	"330"	"20.000"	"20.000"	"20.000"	"CAD"	"n/a"	""	"No"
"LE GROUPE FOREX CL-B SVS"	""	"267433"	"Common Stock"	"330"	"20.000"	"20.000"	"20.000"	"CAD"	"n/a"	""	"No"
"LEADING BRANDS INC"	"LBIX"	"390257"	"Common Stock"	"330"	"0.330"	"0.340"	"0.330"	"USD"	"n/a"	""	"No"
"LEADIS TECHNOLOGY INC"	"LDIS"	"390258"	"Common Stock"	"330"	"0.000"	"0.000"	"0.152"	"USD"	"n/a"	""	"No"
"LEARNSOFT CORP *"	"LT"	"390569"	"Common Stock"	"330"	"0.085"	"0.115"	"0.085"	"CAD"	"n/a"	""	"No"
"LEGACY HOTELS R-E INV T/*"	"LGY.UN"	"391049"	"Real Estate Investment Trusts"	"3308001"	"12.580"	"12.600"	"12.580"	"CAD"	"2.19"	""	"No"
"LEGACY STORAGE SYS INTL *"	""	"391061"	"Common Stock"	"330"	"0.290"	"0.300"	"0.290"	"CAD"	"n/a"	""	"No"
"LEGGETT & PLATT INC"	"LEG"	"391052"	"Common Stock"	"315"	"20.240"	"20.260"	"20.230"	"USD"	"5.14"	""	"No"
"LEHMAN BROTHERS HLDGS INC"	"LEH"	"391150"	"Common Stock"	"315"	"0.000"	"0.000"	"0.073"	"USD"	"931.51"	""	"No"
"LENNAR CORP"	"LEN"	"391987"	"Common Stock"	"315"	"14.700"	"14.710"	"14.700"	"USD"	"1.09"	""	"No"
"LENOVO GROUP LTD SPN ADR"	"LNVGY"	"392000"	"Common Stock"	"3308000"	"0.000"	"0.000"	"14.150"	"USD"	"n/a"	""	"No"
"LES ORDINATEURS HYPOCRAT*"	""	"392440"	"Common Stock"	"330"	"0.110"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"LEVEL 3 COMMUNICATIONS"	"LVLT"	"392657"	"Common Stock"	"315"	"1.460"	"1.470"	"1.470"	"USD"	"n/a"	""	"No"
"LEVESQUE BEAUBIEN SER E"	""	"392664"	"Common Stock"	"330"	"7.850"	"7.850"	"7.850"	"CAD"	"n/a"	""	"No"
"LEVIS BEO 4.15% 4AP11"	""	"Q43709"	"Municipal & Para-governmental Bonds"	"2601411"	"102.828"	"102.828"	"102.828"	"CAD"	"4.04"	"1.735918"	"No"
"LEVIS BEO 4.25% 7SP15"	""	"Q43683"	"Municipal & Para-governmental Bonds"	"2601411"	"103.285"	"103.285"	"103.285"	"CAD"	"4.11"	"3.597807"	"No"
"LEVIS BEO 1.5% 8DC11"	""	"Q70807"	"Municipal & Para-governmental Bonds"	"2601411"	"99.116"	"99.116"	"99.116"	"CAD"	"1.51"	"1.983973"	"No"
"LEVIS BEO 4.05% 11MR12"	""	"Q66672"	"Municipal & Para-governmental Bonds"	"2601411"	"103.984"	"103.984"	"103.984"	"CAD"	"3.89"	"2.121105"	"No"
"LEVIS BEO 4.35% 28DC15"	""	"Q67710"	"Municipal & Para-governmental Bonds"	"2601411"	"103.503"	"103.503"	"103.503"	"CAD"	"4.20"	"3.685780"	"No"
"LEVIS BEO 3.25% 12MY14"	""	"Q70107"	"Municipal & Para-governmental Bonds"	"2601411"	"100.291"	"100.291"	"100.291"	"CAD"	"3.24"	"3.176218"	"No"
"LEVIS BEO 4.25% 28DC12"	""	"Q69109"	"Municipal & Para-governmental Bonds"	"2601411"	"104.572"	"104.572"	"104.572"	"CAD"	"4.06"	"2.614528"	"No"
"LEVIS BEO 4.65% 28DC16"	""	"Q69113"	"Municipal & Para-governmental Bonds"	"2601411"	"103.975"	"103.975"	"103.975"	"CAD"	"4.47"	"3.986790"	"No"
"LEXMARK INTL INC"	"LXK"	"393426"	"Common Stock"	"315"	"25.470"	"25.480"	"25.500"	"USD"	"n/a"	""	"No"
"LG DISPLAY CO LTD SP/ADR"	"LPL"	"377707"	"Common Stock"	"3158000"	"17.540"	"17.560"	"17.580"	"USD"	"n/a"	""	"No"
"LIBERATE TECHNOLOGIES *"	"LBRT"	"393958"	"Common Stock"	"330"	"0.193"	"0.200"	"0.200"	"USD"	"4,200.00"	""	"No"
"LIBERTY GLOBAL INC-A"	"LBTYA"	"393799"	"Common Stock"	"315"	"25.430"	"25.450"	"25.450"	"USD"	"n/a"	""	"No"
"LIBERTY GLOBAL SR-C"	"LBTYK"	"393818"	"Common Stock"	"315"	"25.080"	"25.120"	"25.070"	"USD"	"n/a"	""	"No"
"LIBERTY MED HLDGS INTER-A"	"LINTA"	"392804"	"Common Stock"	"315"	"10.710"	"10.720"	"10.720"	"USD"	"n/a"	""	"No"
"LIBERTY MEDIA CORP CL-A *"	"L"	"393803"	"Common Stock"	"315"	"7.700"	"8.780"	"0.000"	"USD"	"n/a"	""	"No"
"LIBERTY MEDIA CORP W/I-A*"	"LMDIA"	"393856"	"Common Stock"	"330"	"35.900"	"35.910"	"35.910"	"USD"	"n/a"	""	"No"
"LIBERTY MEDIA HLDGS SER-A"	"LCAPA"	"392802"	"Common Stock"	"315"	"23.730"	"23.750"	"23.750"	"USD"	"n/a"	""	"No"
"LIBERTY MEDIA INTL INC-A*"	""	"393809"	"Common Stock"	"315"	"44.370"	"44.320"	"44.380"	"USD"	"n/a"	""	"No"
"LIBERTY MINES INC"	"LBE"	"393816"	"Common Stock"	"330"	"0.240"	"0.260"	"0.240"	"CAD"	"n/a"	""	"No"
"LIFE & BANC SPLIT CORP-A"	"LBS"	"394086"	"Common Stock"	"3308005"	"8.900"	"9.110"	"8.890"	"CAD"	"13.50"	""	"No"
"LIFE POINT INC"	"LFPI"	"394135"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"LIFE TIME FITNESS INC"	"LTM"	"394406"	"Common Stock"	"315"	"23.000"	"23.020"	"22.990"	"USD"	"n/a"	""	"No"
"LIFECO SPLIT CORP INC"	"LSC"	"393933"	"Miscellaneous"	"3308005"	"16.200"	"17.900"	"16.200"	"CAD"	"2.72"	""	"No"
"LIFECO SPLIT CORP-A-PFD"	"LSC.PR.A"	"393934"	"Preferred Shares"	"3108005"	"24.780"	"25.240"	"0.000"	"CAD"	"6.05"	""	"No"
"LIFECO SPLIT CORP-C-PFD"	"LSC.PR.C"	"393948"	"Split Preferred Shares"	"3108005"	"51.410"	"53.490"	"51.410"	"CAD"	"3.98"	""	"No"
"LIFEPOINT HOSPITALS INC"	"LPNT"	"393930"	"Common Stock"	"315"	"30.600"	"30.630"	"30.600"	"USD"	"n/a"	""	"No"
"LIGHT MANAGEMENT GRP INC"	"LMGR"	"394914"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"LIMTECH LITHIUM INDS INC"	""	"394961"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"LINAMAR CORPORATION"	"LNR"	"394963"	"Common Stock"	"330"	"14.340"	"14.550"	"14.430"	"CAD"	"0.83"	""	"No"
"LINEAR TECHNOLOGY CORP"	"LLTC"	"395335"	"Common Stock"	"315"	"27.670"	"27.680"	"27.680"	"USD"	"3.18"	""	"No"
"LINMOR INC *"	""	"395171"	"Common Stock"	"330"	"0.005"	"0.010"	"0.010"	"CAD"	"n/a"	""	"No"
"LIONBRIDGE TECH INC"	"LIOX"	"395446"	"Common Stock"	"330"	"2.370"	"2.380"	"2.380"	"USD"	"n/a"	""	"No"
"LIONORE MINING INTL LTD *"	"LIM"	"395468"	"Common Stock"	"330"	"0.000"	"0.000"	"24.500"	"USD"	"n/a"	""	"No"
"LIQUIDATION WORLD INC"	"LQW"	"395579"	"Common Stock"	"330"	"0.660"	"0.700"	"0.670"	"CAD"	"n/a"	""	"No"
"LIQUOR ST CV 6.75% 31DC12"	"LIQ.DB"	"V40434"	"Convertible Debentures"	"2756000"	"104.880"	"105.120"	"105.000"	"CAD"	"6.43"	"4.896175"	"No"
"LIQUOR STORES INCM FD T/U"	"LIQ.UN"	"395585"	"Trust Units"	"3308001"	"15.700"	"15.760"	"15.700"	"CAD"	"10.32"	""	"No"
"LIVINGSTON INTL INCM T/U*"	"LIV.UN"	"396737"	"Trust Units"	"3308001"	"9.490"	"9.500"	"9.490"	"CAD"	"5.31"	""	"No"
"LIZ CLAIBORNE INC"	"LIZ"	"396810"	"Common Stock"	"315"	"4.950"	"4.960"	"4.950"	"USD"	"4.55"	""	"No"
"LL & E ROYALTY TR UNITS"	"LRT"	"377667"	"Common Stock"	"330"	"0.000"	"0.000"	"0.630"	"USD"	"0.00"	""	"No"
"LLOYDS BANKING GRP SP ADR"	"LYG"	"399981"	"Common Stock"	"3158000"	"3.520"	"3.540"	"3.500"	"USD"	"82.78"	""	"No"
"LOBLAW 144A 6.15% 29JA35"	""	"V42874"	"Corporate Bonds"	"2606000"	"99.223"	"99.223"	"99.223"	"CAD"	"6.20"	"6.211524"	"No"
"LOBLAW CO 6.5% 19JA11"	""	"V41617"	"Corporate Bonds"	"2606000"	"104.916"	"104.916"	"104.916"	"CAD"	"6.20"	"1.447046"	"No"
"LOBLAW CO 6.5% 22JA29"	""	"V41601"	"Corporate Bonds"	"2606000"	"102.962"	"102.962"	"102.962"	"CAD"	"6.31"	"6.231721"	"No"
"LOBLAW CO 5.95% 2ND PFD-A"	"L.PR.A"	"397761"	"Retractable Preferred Shares"	"310"	"26.800"	"27.000"	"26.930"	"CAD"	"5.52"	""	"No"
"LOBLAW CO MTN 7.1% 1JN16"	""	"V41620"	"Corporate Bonds"	"2606000"	"118.061"	"118.061"	"118.061"	"CAD"	"6.01"	"3.863571"	"No"
"LOBLAW COMPANIES LTD"	"L"	"397364"	"Common Stock"	"315"	"35.480"	"35.710"	"35.590"	"CAD"	"2.36"	""	"No"
"LOBLAW MTN CB 6.65% 8NV27"	""	"V41611"	"Corporate Bonds"	"2606000"	"104.446"	"104.446"	"104.446"	"CAD"	"6.37"	"6.231717"	"No"
"LOCK'N PAY P/P 30NV13"	""	"V45124"	"Linked Notes"	"2602245"	"101.050"	"101.050"	"101.050"	"CAD"	"0.00"	""	"No"
"LOCKHEED MARTIN CORP"	"LMT"	"399980"	"Common Stock"	"315"	"76.730"	"76.740"	"76.760"	"USD"	"3.28"	""	"No"
"LODGENET INTERACTIVE CORP"	"LNET"	"400515"	"Common Stock"	"315"	"5.870"	"5.880"	"5.880"	"USD"	"n/a"	""	"No"
"LOEW'S CORP"	"L"	"400812"	"Common Stock"	"315"	"36.100"	"36.110"	"36.090"	"USD"	"0.69"	""	"No"
"LOEWEN GROUP INC *"	""	"400700"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	""	"No"
"LOEWEN GRP 1ST PRF SER-C*"	""	"400702"	"Preferred Shares"	"310"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"LOEWS CINEPLEX ENTERTNMT"	""	"400725"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"LOGIBEC GRPE INFORMATIQUE"	"LGI"	"400908"	"Common Stock"	"330"	"21.750"	"22.000"	"22.000"	"CAD"	"1.82"	""	"No"
"LOGIX ENTERPRISES INC *"	"LGX"	"400972"	"Common Stock"	"330"	"0.020"	"0.030"	"0.020"	"CAD"	"n/a"	""	"No"
"LOH'S SINFULLY GD ICE CRM"	""	"401036"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"LONE STAR IND INC - NEW"	"LCE"	"402736"	"Common Stock"	"315"	"49.812"	"49.812"	"49.812"	"USD"	"0.00"	""	"No"
"LONGUE-R BEO 1.5% 25AG11"	""	"Q44046"	"Municipal & Para-governmental Bonds"	"2601411"	"99.423"	"99.423"	"99.423"	"CAD"	"1.51"	"1.871023"	"No"
"LONGUE-R BEO 2.3% 25AG12"	""	"Q44047"	"Municipal & Para-governmental Bonds"	"2601411"	"99.756"	"99.756"	"99.756"	"CAD"	"2.31"	"2.397553"	"No"
"LONGUEUIL BEO 5% 3MR19"	""	"Q43996"	"Municipal & Para-governmental Bonds"	"2601411"	"103.339"	"103.339"	"103.339"	"CAD"	"4.84"	"4.547310"	"No"
"LONGUEUIL BEO 4% 15NV11"	""	"Q43965"	"Municipal & Para-governmental Bonds"	"2601411"	"103.576"	"103.576"	"103.576"	"CAD"	"3.86"	"1.971064"	"No"
"LONGUEUIL BEO 3.8% 9NV11"	""	"Q43936"	"Municipal & Para-governmental Bonds"	"2601411"	"103.208"	"103.208"	"103.208"	"CAD"	"3.68"	"1.963338"	"No"
"LONGUEUIL BEO 4.2% 2MR13"	""	"Q43928"	"Municipal & Para-governmental Bonds"	"2601411"	"104.415"	"104.415"	"104.415"	"CAD"	"4.02"	"2.704647"	"No"
"LONGUEUIL BEO 4.5%16JN10"	""	"Q43856"	"Municipal & Para-governmental Bonds"	"2601411"	"101.371"	"101.371"	"101.371"	"CAD"	"4.44"	"0.967556"	"No"
"LONGUEUIL BEO 5.2% 5NV10"	""	"Q43797"	"Municipal & Para-governmental Bonds"	"2601411"	"102.969"	"102.969"	"102.969"	"CAD"	"5.05"	"1.339662"	"No"
"LONGUEUIL BEO 5.2%16JN14"	""	"Q43860"	"Municipal & Para-governmental Bonds"	"2601411"	"108.075"	"108.075"	"108.075"	"CAD"	"4.81"	"3.212313"	"No"
"LONGUEUIL BEO 5.5% 5NV12"	""	"Q43799"	"Municipal & Para-governmental Bonds"	"2601411"	"107.915"	"107.915"	"107.915"	"CAD"	"5.10"	"2.528223"	"No"
"LONGUEUIL BEO 1.6% 3MR10"	""	"Q43991"	"Municipal & Para-governmental Bonds"	"2601411"	"100.071"	"100.071"	"100.071"	"CAD"	"1.60"	"0.898991"	"No"
"LONGUEUIL BEO 3.25%20JL10"	""	"Q43829"	"Municipal & Para-governmental Bonds"	"2601411"	"101.122"	"101.122"	"101.122"	"CAD"	"3.21"	"0.931382"	"No"
"LONGUEUIL BEO 3.55% 2MR10"	""	"Q43925"	"Municipal & Para-governmental Bonds"	"2601411"	"100.253"	"100.253"	"100.253"	"CAD"	"3.54"	"0.989373"	"No"
"LONGUEUIL BEO 3.65% 9NV10"	""	"Q43935"	"Municipal & Para-governmental Bonds"	"2601411"	"101.799"	"101.799"	"101.799"	"CAD"	"3.59"	"1.343273"	"No"
"LONGUEUIL BEO 4.35% 2MR14"	""	"Q43929"	"Municipal & Para-governmental Bonds"	"2601411"	"104.731"	"104.731"	"104.731"	"CAD"	"4.15"	"3.111142"	"No"
"LONGUEUIL BEO 4.5% 19AP16"	""	"Q43950"	"Municipal & Para-governmental Bonds"	"2601411"	"103.971"	"103.971"	"103.971"	"CAD"	"4.33"	"3.777807"	"No"
"LONGUEUIL BEO 4.7% 12NV10"	""	"Q43816"	"Municipal & Para-governmental Bonds"	"2601411"	"102.629"	"102.629"	"102.629"	"CAD"	"4.58"	"1.363832"	"No"
"LONGUEUIL BEO 4.95%16SP11"	""	"Q43807"	"Municipal & Para-governmental Bonds"	"2601411"	"104.875"	"104.875"	"104.875"	"CAD"	"4.72"	"1.911529"	"No"
"LONGUEUIL BEO 5.2% 16SP13"	""	"Q43809"	"Municipal & Para-governmental Bonds"	"2601411"	"107.774"	"107.774"	"107.774"	"CAD"	"4.82"	"2.930542"	"No"
"LONGUEUIL BEO 5.35% 7MY13"	""	"Q43703"	"Municipal & Para-governmental Bonds"	"2601411"	"107.997"	"107.997"	"107.997"	"CAD"	"4.95"	"2.781921"	"No"
"LONGUEUIL BEO4.65% 10NV12"	""	"Q43868"	"Municipal & Para-governmental Bonds"	"2601411"	"105.659"	"105.659"	"105.659"	"CAD"	"4.40"	"2.534998"	"No"
"LORILLARD INC"	"LO"	"404421"	"Common Stock"	"315"	"76.910"	"76.960"	"76.990"	"USD"	"5.20"	""	"No"
"LORING WARD INTL LTD *"	"LW"	"404416"	"Common Stock"	"330"	"13.650"	"13.800"	"13.700"	"CAD"	"3.50"	""	"No"
"LORRAINE BEO 4.2% 4DC12"	""	"Q44110"	"Municipal & Para-governmental Bonds"	"2601411"	"104.447"	"104.447"	"104.447"	"CAD"	"4.02"	"2.574609"	"No"
"LORRAINE BEO 4.2% 27NV13"	""	"Q44214"	"Municipal & Para-governmental Bonds"	"2601411"	"104.277"	"104.277"	"104.277"	"CAD"	"4.03"	"3.010400"	"No"
"LOUISEVILL BEO3.65%24MY10"	""	"Q44179"	"Municipal & Para-governmental Bonds"	"2601411"	"100.885"	"100.885"	"100.885"	"CAD"	"3.62"	"0.943566"	"No"
"LOUISIANA PACIFIC CORP"	"LPX"	"404770"	"Common Stock"	"315"	"7.240"	"7.250"	"7.250"	"USD"	"8.28"	""	"No"
"LOWES COMPANIES INC"	"LOW"	"405670"	"Common Stock"	"315"	"22.100"	"22.110"	"22.120"	"USD"	"1.63"	""	"No"
"LPBP INC CL A VTG SHS"	""	"377840"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"LSI CORPORATION"	"LSI"	"377739"	"Common Stock"	"315"	"5.800"	"5.810"	"5.800"	"USD"	"n/a"	""	"No"
"LTS LEADERBOARD CORP'33L"	""	"377843"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	""	"No"
"LTX CORP *"	"LTXX"	"377753"	"Common Stock"	"315"	"1.720"	"1.760"	"1.790"	"USD"	"n/a"	""	"No"
"LTX-CREDENCE CORPORATION"	"LTXC"	"377777"	"Common Stock"	"330"	"2.420"	"2.430"	"2.400"	"USD"	"n/a"	""	"No"
"LUBRIZOL CORPORATION"	"LZ"	"405811"	"Common Stock"	"315"	"80.700"	"80.750"	"80.690"	"USD"	"1.54"	""	"No"
