Description	Symbol	Security	Subcategory	Type	Bid	Ask	Close	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Region	Non-redeemable	Maturity	Market	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing
KINROSS GOLD CORP	K	374602	Common Stock	315	18.38	18.44	18.38	CAD								n/a	CA	No		TSE	0	n/a	2	Equity	09/21/2009	0.05	0.58		No
KINROSS GOLD CORP-NEW *		374601	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
KIRKLAND BEO 1.5% 2SP11		Q36474	Municipal & Para-governmental Bonds	2601411	99.403	99.403	99.403	CAD								n/a	CA	No	09/02/2011		1.5	n/a	2	Bond		0	1.51	1.88029	No
KIRKLAND BEO 3.9% 11AP10		Q37353	Municipal & Para-governmental Bonds	2601411	100.602	100.602	100.602	CAD								n/a	CA	No	04/11/2010		3.9	n/a	2	Bond		0	3.88	0.999371	No
KIRKLAND BEO 3.55% 16DC12		Q37376	Municipal & Para-governmental Bonds	2601411	102.647	102.647	102.647	CAD								n/a	CA	No	12/16/2012		3.55	n/a	2	Bond		0	3.46	2.592746	No
KIRKLAND LAKE GOLD INC	KGI	374726	Common Stock	330	7.45	7.52	7.49	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
KLM ROYAL DUTCH AIRLINS*		376244	Common Stock	330	25.25	25.25	0	USD								n/a	US	No			0	n/a	1	Equity	10/19/1999	0.82	3.25		No
KLM RYL DUTCH AIRLINE	KLMR	376245	Common Stock	330	0	0	13.5	USD								n/a	ZZ	No		NAS	0	n/a	1	Equity	07/01/2008	0.917	6.79		No
KOHL CORP	KSS	376647	Common Stock	315	50.29	50.33	50.29	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
KOMATSU LTD SPND ADR	KMTUY	376311	Common Stock	3308000	0	0	84.88	USD								n/a	ZZ	No		NAS	0	n/a	2	Equity	09/25/2009	0.367	0.86		No
KOMERCNI BANKA ADR LV-1	KMBNY	376682	Common Stock	3308000	0	0	85.46	USD								n/a	ZZ	No		NAS	0	n/a	1	Equity	05/23/2007	2.342	2.74		No
KONEXUS TECHNOLOGIES LTD	KXUSF	376728	Common Stock	330	0	0	0	CAD								n/a	CA	No		NAS	0	n/a	0	Equity		0	n/a		No
KONINKLIJKE AHOLD ADR-NEW	AHO	376732	Common Stock	3158000	0	0	12.84	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity	05/01/2009	0.234	n/a		No
KONINKLIJKE AHOLD NV ADR*	AHO	376729	Common Stock	3158000	12.71	12.74	12.74	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity		0.7	n/a		No
KONINKLIJKE PHIL ELEC	PHG	376761	Common Stock	315	30.24	30.25	30.24	USD								n/a	ZZ	No		NYS	0	n/a	1	Equity	03/30/2009	0.937	3.1		No
KONINKLIJKE PHL ELEC NV *		376756	Common Stock	315	48.889	48.889	0	USD								n/a	ZZ	No			0	n/a	0	Equity	07/31/2000	1.461	n/a		No
KONTRON AG	KOTRF	376779	Common Stock	330	12.215	12.215	12.215	CAD								n/a	DE	No		NAS	0	n/a	1	Equity	06/15/2009	0.2	1.64		No
KOOKABURRA RES LTD - NEW*	KOO.H	376744	Common Stock	330	0.35	0.5	0	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
KOOKMIN BANK SPONS ADR *	KB	376753	Common Stock	3308000	49.4	49.8	49.5	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity	12/27/2007	2.052	n/a		No
KOPIN CORP	KOPN	376965	Common Stock	315	4.51	4.52	4.52	USD								n/a	US	No		NAS	0	n/a	0	Equity		0	n/a		No
KOREA ELECTRIC POWER ADR	KEP	376971	Common Stock	3158000	16.66	16.68	16.69	USD								n/a	ZZ	No		NYS	0	n/a	0	Equity	12/28/2009	0	n/a		No
KRAFT FOODS INC CL-A	KFT	377331	Common Stock	315	27.66	27.68	27.69	USD								n/a	US	No		NYS	0	n/a	4	Equity	12/28/2009	0.29	4.19		No
KRIA RESOURCES LTD	KIA	377367	Common Stock	330	0.21	0.22	0.22	CAD								n/a	CA	No		TNX	0	n/a	0	Equity		0	n/a		No
KRISPY KREME DOUGHNUTS	KKD	377351	Common Stock	315	2.65	2.66	2.65	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
KROGER CO	KR	377507	Common Stock	315	21.8	21.81	21.82	USD								n/a	US	No		NYS	0	n/a	4	Equity	11/12/2009	0.095	1.74		No
KUBOTA LTD - ADR	KUB	377600	Common Stock	3308000	48.26	48.47	48.26	USD								n/a	ZZ	No		NYS	0	n/a	2	Equity	09/25/2009	0.401	1.66		No
KUMA RESOURCES LTD *		377625	Common Stock	330	0.23	0.24	0.23	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
KYOCERA CORP-ADR	KYO	377640	Common Stock	3308000	88.91	89.22	89.25	USD								n/a	ZZ	No		NYS	0	n/a	2	Equity	09/28/2009	0.679	1.52		No
KYRGOIL HOLDING CORP *	KGO	366713	Common Stock	330	0.175	0.18	0.18	CAD								n/a	ZZ	No		T	0	n/a	0	Equity	02/17/2004	0	n/a		No
L OREAL CO -ADR-	LRLCY	377748	Common Stock	3308000	0	0	21.71	USD								n/a	FR	No		NAS	0	n/a	0	Equity	04/16/2009	0.003	n/a		No
L-1 IDENTITY SOLUTIONS IN	ID	378308	Common Stock	315	7.69	7.7	7.7	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
LA FOSSE PLATINUM GRP INC		378270	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
LA MALBAIE BEO 4.25 8SP15		Q40933	Municipal & Para-governmental Bonds	2601411	103.286	103.286	103.286	CAD								n/a	CA	No	09/08/2015		4.25	n/a	2	Bond		0	4.11	3.597886	No
LA MALBAIE BEO 4.6% 3JL12		Q40818	Municipal & Para-governmental Bonds	2601411	105.387	105.387	105.387	CAD								n/a	CA	No	07/03/2012		4.6	n/a	2	Bond		0	4.36	2.315213	No
LA PRAIRIE BEO 4.25%2OC12		Q41589	Municipal & Para-governmental Bonds	2601411	104.6	104.6	104.6	CAD								n/a	CA	No	10/02/2012		4.25	n/a	2	Bond		0	4.06	2.467094	No
LA ROCK MINING CORP *	LAR	378291	Common Stock	330	0	0	0.01	CAD								n/a	CA	No		V	0	n/a	0	Equity	07/16/2001	0	n/a		No
LA SOC MINIERE LOUVEM	LOV	378289	Common Stock	330	0.36	0.46	0.36	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
LA-Z-BOY INCORPORATED	LZB	390450	Common Stock	315	11.2	11.22	11.22	USD								n/a	US	No		NYS	0	n/a	4	Equity	11/24/2008	0.02	0.71		No
LAB INTERNATIONAL INC *	LAB	378027	Common Stock	330	1.03	1.07	1.05	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
LABOPHARM INC	DDS	378311	Common Stock	330	2.47	2.49	2.49	CAD								n/a	CA	No		TSE	0	n/a	0	Equity		0	n/a		No
LABORATORY CP AM HLDG	LH	378173	Common Stock	315	73	73.03	73.05	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
LABORATORY CP OF AM HLDG*		378170	Common Stock	330	107.375	107.375	0	USD								n/a	US	No			0	n/a	0	Equity	05/02/2000	0	n/a		No
LABRADOR IRON ORE-RYL T/U	LIF.UN	378025	Trust Units	3308001	47.4	47.5	47.5	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/29/2009	0.5	4.21		No
LAC-POULIN MN 4.1% 13MR12		Q26395	Municipal & Para-governmental Bonds	2601411	102.751	102.751	102.751	CAD								n/a	CA	No	03/13/2012		4.1	n/a	2	Bond		0	3.99	2.759813	No
LACHUTE BEO 4.55% 21NV13		Q41384	Municipal & Para-governmental Bonds	2601411	105.537	105.537	105.537	CAD								n/a	CA	No	11/21/2013		4.55	n/a	2	Bond		0	4.31	3.004001	No
LAFARGE SA SPONS ADR	LR	379918	Common Stock	3308000	0	0	20.1	USD								n/a	FR	No		NYS	0	n/a	0	Equity	06/26/2009	0.695	n/a		No
LAFAYETTE PAPER MILLS LT*		379960	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
LAIDLAW INTL INC-NEW *	LI	380045	Common Stock	330	35.22	35.23	35.22	USD								n/a	US	No		NYS	0	n/a	4	Equity	07/16/2007	0.17	1.93		No
LANDMARK GLOBAL FINL CORP	LST.H	385320	Common Stock	330	0.005	0.01	0.005	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
LANESBOR CV RTD7.5%11MR11	LRT.DB.F	V34057	Bonds (other)	2756000	80.55	86	80.55	CAD								n/a	CA	No	03/11/2011	TSX	7.5	n/a	2	Bond		0	9.31	28.978388	No
LAS VEGAS SANDS CORP	LVS	387721	Common Stock	315	16.14	16.16	16.19	USD								n/a	US	No		NYS	0	n/a	0	Equity		0	n/a		No
LASALLE HOTEL PPTY	LHO	387804	Common Stock	3158008	21.5	21.52	21.5	USD								n/a	US	No		NYS	0	n/a	4	Equity	12/29/2009	0.01	0.19		No
LASIK VISION CORP	LSKVF	387953	Common Stock	330	0	0	0	CAD								n/a	CA	No		NAS	0	n/a	0	Equity		0	n/a		No
LASSONDE INDS INC-A SV	LAS.A	388008	Common Stock	330	52.16	54.64	52.99	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	11/18/2009	0.27	2.04		No
LATEEGRA GOLD CORP *	LRG	388022	Common Stock	330	0.02	0.025	0.02	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
LATEEGRA RESOURCES CORP *	LEG	388007	Common Stock	330	0.025	0.03	0.03	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
LAUDER ESTEE CO LTD CL-A	EL	388141	Common Stock	315	53.17	53.2	53.17	USD								n/a	US	No		NYS	0	n/a	1	Equity	11/25/2009	0.55	1.03		No
LAURENTIAN BANK OF CANADA	LB	388548	Common Stock	330	39.75	39.88	39.88	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/30/2009	0.36	3.61		No
LAURENTIAN BK CDA-A S10PF	LB.PR.E	388526	Fixed Rate Perpetual Preferred Shares	310	22.26	22.49	22.26	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/04/2009	0.328	5.9		No
LAURENTIAN BK-A-PFD-SER 9	LB.PR.D	388529	Fixed Rate Perpetual Preferred Shares	310	24.78	24.94	24.8	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	12/04/2009	0.375	6.05		No
LAURENTIAN CAPITAL CORP *		388552	Common Stock	330	14.125	14.125	14.125	USD								n/a	US	No		XY	0	n/a	0	Equity		0	n/a		No
LAVAL 8.6% 3SP13		Q42607	Municipal & Para-governmental Bonds	2601411	119.275	119.275	119.275	CAD								n/a	CA	No	09/03/2013		8.6	n/a	2	Bond		0	7.21	2.922105	No
LAVAL BEO 5% 11MR19		Q43195	Municipal & Para-governmental Bonds	2601411	103.315	103.315	103.315	CAD								n/a	CA	No	03/11/2019		5	n/a	2	Bond		0	4.84	4.55127	No
LAVAL BEO 1.5% 8JL11		Q43197	Municipal & Para-governmental Bonds	2601411	99.543	99.543	99.543	CAD								n/a	CA	No	07/08/2011		1.5	n/a	2	Bond		0	1.51	1.819917	No
LAVAL BEO 2.2% 11MR11		Q43191	Municipal & Para-governmental Bonds	2601411	100.556	100.556	100.556	CAD								n/a	CA	No	03/11/2011		2.2	n/a	2	Bond		0	2.19	1.697859	No
LAVAL BEO 2.3% 4NV12		Q42975	Municipal & Para-governmental Bonds	2601411	99.417	99.417	99.417	CAD								n/a	CA	No	11/04/2012		2.3	n/a	2	Bond		0	2.31	2.518282	No
LAVAL BEO 2.5% 8JL12		Q43198	Municipal & Para-governmental Bonds	2601411	100.434	100.434	100.434	CAD								n/a	CA	No	07/08/2012		2.5	n/a	2	Bond		0	2.49	2.316721	No
LAVAL BEO 4.1% 15SP15		Q42883	Municipal & Para-governmental Bonds	2601411	102.508	102.508	102.508	CAD								n/a	CA	No	09/15/2015		4.1	n/a	2	Bond		0	4	3.603537	No
LAVAL BEO 4.2% 27JN10		Q42796	Municipal & Para-governmental Bonds	2601411	101.356	101.356	101.356	CAD								n/a	CA	No	06/27/2010		4.2	n/a	2	Bond		0	4.14	0.957769	No
LAVAL BEO 1.25% 8JL10		Q43196	Municipal & Para-governmental Bonds	2601411	100.159	100.159	100.159	CAD								n/a	CA	No	07/08/2010		1.25	n/a	2	Bond		0	1.25	0.897084	No
LAVAL BEO 3.65% 11MY10		Q42868	Municipal & Para-governmental Bonds	2601411	100.787	100.787	100.787	CAD								n/a	CA	No	05/11/2010		3.65	n/a	2	Bond		0	3.62	0.947696	No
LAVAL BEO 4% 16MY10		Q40519	Municipal & Para-governmental Bonds	2601411	100.929	100.929	100.929	CAD								n/a	CA	No	05/16/2010		4	n/a	2	Bond		0	3.96	0.954046	No
LAVAL BEO 4.35% 4NV19		Q42978	Municipal & Para-governmental Bonds	2601411	97.53	97.53	97.53	CAD								n/a	CA	No	11/04/2019		4.35	n/a	2	Bond		0	4.46	4.666814	No
LAVAL BEO 4.35% 15MR17		Q42918	Municipal & Para-governmental Bonds	2601411	101.856	101.856	101.856	CAD								n/a	CA	No	03/15/2017		4.35	n/a	2	Bond		0	4.27	4.047217	No
LAVAL BEO 4.45% 11MY14		Q42872	Municipal & Para-governmental Bonds	2601411	105.066	105.066	105.066	CAD								n/a	CA	No	05/11/2014		4.45	n/a	2	Bond		0	4.24	3.17718	No
LAVAL BEO 4.45% 12JL11		Q43151	Municipal & Para-governmental Bonds	2601411	103.752	103.752	103.752	CAD								n/a	CA	No	07/12/2011		4.45	n/a	2	Bond		0	4.29	1.840389	No
LAVAL BEO 4.5% 14FB15		Q40505	Municipal & Para-governmental Bonds	2601411	104.894	104.894	104.894	CAD								n/a	CA	No	02/14/2015		4.5	n/a	2	Bond		0	4.29	3.436521	No
LAVAL BEO 4.55% 27JN12		Q42798	Municipal & Para-governmental Bonds	2601411	105.253	105.253	105.253	CAD								n/a	CA	No	06/27/2012		4.55	n/a	2	Bond		0	4.32	2.305297	No
LAVAL BEO 4.65% 27JN13		Q42799	Municipal & Para-governmental Bonds	2601411	105.864	105.864	105.864	CAD								n/a	CA	No	06/27/2013		4.65	n/a	2	Bond		0	4.39	2.83818	No
LAVAL BEO 4.85% 12JL16		Q43170	Municipal & Para-governmental Bonds	2601411	105.69	105.69	105.69	CAD								n/a	CA	No	07/12/2016		4.85	n/a	2	Bond		0	4.59	3.847104	No
LAVAL BEO 5.75% 7JA11		Q42700	Municipal & Para-governmental Bonds	2601411	103.9	103.9	103.9	CAD								n/a	CA	No	01/07/2011		5.75	n/a	2	Bond		0	5.53	1.59725	No
LAVAL BEO 4.2% 11OC14		Q40513	Municipal & Para-governmental Bonds	2601411	103.801	103.801	103.801	CAD								n/a	CA	No	10/11/2014		4.2	n/a	2	Bond		0	4.05	3.320397	No
LAVAL BEO 4.35% 15MR16		Q42893	Municipal & Para-governmental Bonds	2601411	103.265	103.265	103.265	CAD								n/a	CA	No	03/15/2016		4.35	n/a	2	Bond		0	4.21	3.748614	No
LAVAL BEO 5.15% 11AG14		Q42849	Municipal & Para-governmental Bonds	2601411	107.903	107.903	107.903	CAD								n/a	CA	No	08/11/2014		5.15	n/a	2	Bond		0	4.77	3.264879	No
LAVAL UNIV BEO 4% 1DC11		H40007	Municipal & Para-governmental Bonds	2601421	103.633	103.633	103.633	CAD								n/a	CA	No	12/01/2011		4	n/a	2	Bond		0	3.86	1.987818	No
LAVAL UNIV BEO 4% 7MY10		H40014	Municipal & Para-governmental Bonds	2601421	100.853	100.853	100.853	CAD								n/a	CA	No	05/07/2010		4	n/a	2	Bond		0	3.97	0.956183	No
LAVAL UNIV BEO4.15%22MY13		H40017	Municipal & Para-governmental Bonds	2601421	104.265	104.265	104.265	CAD								n/a	CA	No	05/22/2013		4.15	n/a	2	Bond		0	3.98	2.796063	No
LAVALIN INDUSTRIES *		389876	Common Stock	330	0	0	0	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
LAW ENT A SER-I /D/N	LEF810	974893	Canadian Equity Funds	3807040	4.867	4.867	4.867	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
LAW ENT A SERIII/D/N	LEF310	944262	Canadian Equity Funds	3807040	4.886	4.886	4.886	CAD								n/a	CA	No			0	n/a	0	Mutual Fund		0	n/a		No
LAZARD GLOB TOT RT&INC FD	LGI	390454	Closed-end Funds: Stocks	3308015	15.05	15.13	15.13	USD								n/a	ZZ	No		NYS	0	n/a	12	Mutual Fund	08/10/2009	0.076	6.02		No
LB GIC 5% 17DC12A		V49873	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/17/2012		5	n/a	1	Bond		0	5	5	No
LB GIC 5% 18DC12A		V49880	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/18/2012		5	n/a	1	Bond		0	5	5	No
LB GIC 5% 19DC12A		V49897	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/19/2012		5	n/a	1	Bond		0	5	5	No
LB GIC 4.2% 19AP10A		V51238	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	04/19/2010		4.2	n/a	1	Bond		0	4.2	4.2	No
LB GIC 4.2% 21MR12A		V48093	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	03/21/2012		4.2	n/a	1	Bond		0	4.2	4.2	No
LB GIC 4.3% 2DC11A		V52289	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/02/2011		4.3	n/a	1	Bond		0	4.3	4.3	No
LB GIC 4.3% 3OC11A		V51909	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	10/03/2011		4.3	n/a	1	Bond		0	4.3	4.3	No
LB GIC 4.5% 3OC13A		V51915	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	10/03/2013		4.5	n/a	1	Bond		0	4.5	4.5	No
LB GIC 4.5% 6FB12A		V50611	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	02/06/2012		4.5	n/a	1	Bond		0	4.5	4.5	No
LB GIC 4.5% 16JA12A		V50377	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	01/16/2012		4.5	n/a	1	Bond		0	4.5	4.5	No
LB GIC 4.6% 27NV13A		V52246	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	11/27/2013		4.6	n/a	1	Bond		0	4.6	4.6	No
LB GIC 4.8% 7SP10A		V49263	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	09/07/2010		4.8	n/a	1	Bond		0	4.8	4.8	No
LB GIC 4.8% 8JA13A		V50181	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	01/08/2013		4.8	n/a	1	Bond		0	4.8	4.8	No
LB GIC 4.8% 13DC10A		V49957	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/13/2010		4.8	n/a	1	Bond		0	4.8	4.8	No
LB GIC 4.9% 12OC12A		V49492	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	10/12/2012		4.9	n/a	1	Bond		0	4.9	4.9	No
LB GIC 5% 18JN10A		V48391	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	06/18/2010		5	n/a	1	Bond		0	5	5	No
LB GIC 3.25% 22DC14A		V53527	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/22/2014		3.25	n/a	1	Bond		0	3.25	3.25	No
LB GIC 4.1% 28JA10CA		V50496	Term Deposits (Compound Interest)	2202210	100	100	100	CAD								n/a	CA	No	01/28/2010		4.1	n/a	1	Bond		0	4.1	4.1	No
LB GIC 4.15% 5FB10A		V50597	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	02/05/2010		4.15	n/a	1	Bond		0	4.15	4.15	No
LB GIC 4.3% 3OC11CA		V51899	Term Deposits (Compound Interest)	2202210	100	100	0	CAD								n/a	CA	No	10/03/2011		4.3	n/a	1	Bond		0	4.3	4.3	No
LB GIC 4.4% 24JA11CA		V50447	Term Deposits (Compound Interest)	2202210	100	100	100	CAD								n/a	CA	No	01/24/2011		4.4	n/a	1	Bond		0	4.4	4.4	No
LB GIC 4.5% 1OC13CA		V51895	Term Deposits (Compound Interest)	2202210	100	100	0	CAD								n/a	CA	No	10/01/2013		4.5	n/a	1	Bond		0	4.5	4.5	No
LB GIC 4.56% 4JN13A		V51481	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	06/04/2013		4.56	n/a	1	Bond		0	4.56	4.56	No
LB GIC 4.6% 2DC13CA		V52293	Term Deposits (Compound Interest)	2202210	100	100	0	CAD								n/a	CA	No	12/02/2013		4.6	n/a	1	Bond		0	4.6	4.6	No
LB GIC 4.65% 6FB13A		V50613	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	02/06/2013		4.65	n/a	1	Bond		0	4.65	4.65	No
LB GIC 4.65% 25FB13A		V50804	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	02/25/2013		4.65	n/a	1	Bond		0	4.65	4.65	No
LB GIC 4.75% 10JA13A		V50327	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	01/10/2013		4.75	n/a	1	Bond		0	4.75	4.75	No
LB GIC 4.8% 16AG10A		V49157	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	08/16/2010		4.8	n/a	1	Bond		0	4.8	4.8	No
LB GIC 4.8% 6DC10CA		V49761	Term Deposits (Compound Interest)	2202210	100	100	100	CAD								n/a	CA	No	12/06/2010		4.8	n/a	1	Bond		0	4.8	4.8	No
LB GIC 4.85% 15OC10A		V49502	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	10/15/2010		4.85	n/a	1	Bond		0	4.85	4.85	No
LB GIC 4.95% 11DC12A		V49849	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/11/2012		4.95	n/a	1	Bond		0	4.95	4.95	No
LB GIC 5.07% 11JL12A		V48922	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	07/11/2012		5.07	n/a	1	Bond		0	5.07	5.07	No
LB GIC 4.325% 1DC11A		V52269	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	12/01/2011		4.325	n/a	1	Bond		0	4.33	4.325	No
LB GIC 4.325% 21NV11A		V52187	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	11/21/2011		4.325	n/a	1	Bond		0	4.33	4.325	No
LB GIC 4.825% 7JA13A		V50149	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	01/07/2013		4.825	n/a	1	Bond		0	4.83	4.825	No
LB GIC 4.85% 6DC12CA		V49808	Term Deposits (Compound Interest)	2202210	100	100	100	CAD								n/a	CA	No	12/06/2012		4.85	n/a	1	Bond		0	4.85	4.85	No
LB GIC 5.06% 18JN12A		V48775	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	06/18/2012		5.06	n/a	1	Bond		0	5.06	5.06	No
LB GIC 4.35% 15MR11A		V46441	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	03/15/2011		4.35	n/a	1	Bond		0	4.35	4.35	No
LB GIC 5.1% 14JN12A		V48751	Certificates of Deposit	2202210	100	100	0	CAD								n/a	CA	No	06/14/2012		5.1	n/a	1	Bond		0	5.1	5.1	No
LB RD06 6.5% F/R 1JN11		V38294	Bonds (other)	2602230	100	100	100	CAD								n/a	CA	No	06/01/2011		6.5	n/a	2	Bond		0	6.5	6.491413	No
LBC FX-11 4.9%-F/R 25JA16		V46119	Corporate Bonds	2602230	103.198	103.198	103.198	CAD								n/a	CA	No	01/25/2016		4.9	n/a	2	Bond		0	4.75	4.289802	No
LE GROUPE FOREX CL-A MVS		267436	Common Stock	330	20	20	20	CAD								n/a	CA	No			0	n/a	0	Equity		0.4	n/a		No
LE GROUPE FOREX CL-B SVS		267433	Common Stock	330	20	20	20	CAD								n/a	CA	No			0	n/a	0	Equity		0.4	n/a		No
LEADING BRANDS INC	LBIX	390257	Common Stock	330	0.33	0.34	0.33	USD								n/a	CA	No		NAS	0	n/a	0	Equity		0	n/a		No
LEADIS TECHNOLOGY INC	LDIS	390258	Common Stock	330	0	0	0.152	USD								n/a	US	No		NAS	0	n/a	0	Equity	12/11/2009	0.95	n/a		No
LEARNSOFT CORP *	LT	390569	Common Stock	330	0.085	0.115	0.085	CAD								n/a	CA	No		TSX	0	n/a	0	Equity		0	n/a		No
LEGACY HOTELS R-E INV T/*	LGY.UN	391049	Real Estate Investment Trusts	3308001	12.58	12.6	12.58	CAD								n/a	CA	No		TSE	0	n/a	4	Equity	09/12/2007	0.069	2.19		No
LEGACY STORAGE SYS INTL *		391061	Common Stock	330	0.29	0.3	0.29	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
LEGGETT & PLATT INC	LEG	391052	Common Stock	315	20.24	20.26	20.23	USD								n/a	US	No		NYS	0	n/a	4	Equity	12/11/2009	0.26	5.14		No
LEHMAN BROTHERS HLDGS INC	LEH	391150	Common Stock	315	0	0	0.073	USD								n/a	US	No		NYS	0	n/a	4	Equity	08/07/2008	0.17	931.51		No
LENNAR CORP	LEN	391987	Common Stock	315	14.7	14.71	14.7	USD								n/a	US	No		NYS	0	n/a	4	Equity	01/22/2010	0.04	1.09		No
LENOVO GROUP LTD SPN ADR	LNVGY	392000	Common Stock	3308000	0	0	14.15	USD								n/a	ZZ	No		NAS	0	n/a	0	Equity	11/17/2009	0.026	n/a		No
LES ORDINATEURS HYPOCRAT*		392440	Common Stock	330	0.11	0	0	USD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
LEVEL 3 COMMUNICATIONS	LVLT	392657	Common Stock	315	1.46	1.47	1.47	USD								n/a	US	No		NAS	0	n/a	0	Equity		0	n/a		No
LEVESQUE BEAUBIEN SER E		392664	Common Stock	330	7.85	7.85	7.85	CAD								n/a	CA	No			0	n/a	0	Equity		0	n/a		No
LEVIS BEO 4.15% 4AP11		Q43709	Municipal & Para-governmental Bonds	2601411	102.828	102.828	102.828	CAD								n/a	CA	No	04/04/2011		4.15	n/a	2	Bond		0	4.04	1.735918	No
LEVIS BEO 4.25% 7SP15		Q43683	Municipal & Para-governmental Bonds	2601411	103.285	103.285	103.285	CAD								n/a	CA	No	09/07/2015		4.25	n/a	2	Bond		0	4.11	3.597807	No
LEVIS BEO 1.5% 8DC11		Q70807	Municipal & Para-governmental Bonds	2601411	99.116	99.116	99.116	CAD								n/a	CA	No	12/08/2011		1.5	n/a	2	Bond		0	1.51	1.983973	No
LEVIS BEO 4.05% 11MR12		Q66672	Municipal & Para-governmental Bonds	2601411	103.984	103.984	103.984	CAD								n/a	CA	No	03/11/2012		4.05	n/a	2	Bond		0	3.89	2.121105	No
LEVIS BEO 4.35% 28DC15		Q67710	Municipal & Para-governmental Bonds	2601411	103.503	103.503	103.503	CAD								n/a	CA	No	12/28/2015		4.35	n/a	2	Bond		0	4.2	3.68578	No
LEVIS BEO 3.25% 12MY14		Q70107	Municipal & Para-governmental Bonds	2601411	100.291	100.291	100.291	CAD								n/a	CA	No	05/12/2014		3.25	n/a	2	Bond		0	3.24	3.176218	No
LEVIS BEO 4.25% 28DC12		Q69109	Municipal & Para-governmental Bonds	2601411	104.572	104.572	104.572	CAD								n/a	CA	No	12/28/2012		4.25	n/a	2	Bond		0	4.06	2.614528	No
