Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation	Description
NPSNY	459588	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,275"	2009-09-09	NAS	"0,75"		Non	NASPER LTD-N SPON ADR
NCC	460246	Actions ordinaires	330	"1,800"	"1,910"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,010"	2008-10-08	NYS	"2,21"		Non	NATIONAL CITY CORP *
NGG	463523	Actions ordinaires	3308000	"51,690"	"51,770"	USD								GB	Non	n/d	n/d	"0,000"	Action	0		"1,148"	2009-12-02	NYS	n/d		Non	NATIONAL GRID PLC SPN ADR
NOV	460088	Actions ordinaires	315	"43,100"	"43,110"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"1,100"	2009-11-30	NYS	n/d		Non	NATIONAL OILWELL VARCO
NLTLF	459670	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	NATIONAL TELCOM SOLUTIONS
NFS	465741	Actions ordinaires	330	"52,200"	"52,230"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,290"	2008-09-29	NYS	"2,22"		Non	NATIONWIDE FINL SERV -A-*
NAB	459911	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,644"	2009-11-16	NYS	n/d		Non	NATL AUSTRALIAN BK SP/ADR
NA.PR.M	460038	Actions privilégiées	310	"25,200"	"25,250"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,375"	2010-01-06	TSE	"5,94"		Non	NATL BK CDA S20 6% 1ST PF
NA.T	460011	Actions ordinaires	330	"9,860"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		T	n/d		Non	NATL BK NIKK 225(PINS)01
NBG	460024	Actions ordinaires	3308000	"4,850"	"4,860"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,306"	2009-07-23	NYS	"6,29"		Non	NATL BK OF GREECE SA ADR
NLC	460075	Actions ordinaires	330	"0,085"	"0,100"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	NATL CHALLENGE SYSTEM IN*
NSM	464479	Actions ordinaires	315	"13,860"	"13,870"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,080"	2009-12-17	NYS	"2,31"		Non	NATL SEMICONDUCTOR CORP
NPK	463992	Actions ordinaires	330	"114,530"	"114,810"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"5,550"	2009-02-27	NYS	"4,83"		Non	NATL.PRESTO INDUSTRIES
NLS	466235	Actions ordinaires	315	"2,430"	"2,460"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NYS	"0,00"		Non	NAUTILUS INC
	V81984	Obligations corporatives	2606000	"107,488"	"107,488"	CAD								CA	Non	n/d	n/d	"4,713"	Obligation	2	2016-02-24	"0,000"			"4,38"	"3,341,671"	Non	NAV CDA BMT 4.713% 24FV16
NVG.UN	466385	Fiducies de redevances	3308001	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,100"	2006-07-27	TSE	"0,00"		Non	NAV ENERGY TRUST T/U *
NVDCC	466107	Actions ordinaires	330	"0,110"	"0,120"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		XY	n/d		Non	NAVIDEC INC
NCI	466197	Actions ordinaires	315	"13,340"	"13,350"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	NAVIGANT CONSULTING INC
NFC215	970516	Fonds d'actions - ressources canadiennes	3807200	"28,245"	"28,245"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"	2000-11-22		n/d		Non	NAVIGATR CDN TCH L/N
NAV	466126	Actions ordinaires	315	"37,550"	"37,580"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	NAVISTAR INTL CORP
NV.H	466155	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	NAVITRAK INTL CORP *
NBF.PR.A	459471	Actions privilégiées structurées	3108005	"32,840"	"33,250"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,389"	2009-11-26	TSE	"4,73"		Non	NB SPLIT CORP CL-A PFD
NBF	459470	Autres titres	3308005	"12,090"	"12,540"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	4		"0,034"	2009-11-26	TSE	"1,10"		Non	NB SPLIT CORP CL-A-CAP
NBC1552	946685	Autres titres	3807245	"101,130"	"101,130"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBA SKYLON GRD 5/S/N
NBC812	995854	Fonds d'actions canadiennes	3807150	"8,650"	"8,650"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,002"	2009-12-29		"0,02"		Non	NBC ACTIONS CDN/SF/N
NBC020	932147	Fonds Billets Indexés	3807245	"97,886"	"97,886"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC B/C MD2005-1/S/N
NBC021	932536	Fonds Billets Indexés	3807245	"97,370"	"97,370"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC B/C MD2005-2/S/N
NBC155	929280	Autres titres	3807245	"101,366"	"101,366"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBC B/D MD TROT3/S/N
NBC031	955903	Fonds Billets Indexés	3807245	"94,421"	"94,421"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC BIL B/C MDL8/S/N
NBC030	952998	Fonds Billets Indexés	3807245	"95,431"	"95,431"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC BILL B/C MDL/S/N
NBC324	996370	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2009-06-12		"0,00"		Non	NBC BND TRS PLU/SF/N
NBC640	952472	Fonds d'obligations canadiennes et fonds à revenu	3807700	"11,430"	"11,430"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,020"	2010-01-25		"2,10"		Non	NBC BOND /FR/S/N
NBC2060	960312	Certificats de dépôt	3807245	"100,050"	"100,050"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0		"0,000"			n/d	"0,000000"	Non	NBC C/A 8 CDN S1/S/N
NBC2001	936895	Certificats de dépôt	3807245	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0		"0,000"			n/d	"0,000000"	Non	NBC C/A 8 CDN+ 1/S/N
	V73861	Obligations (autres)	2602230	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	12	2013-08-13	"0,000"			"4,50"	"4,499,949"	Non	NBC CB S/U 4.5% 13AG13M
NBC102	951037	Fonds Billets Indexés	3807245	"88,860"	"88,860"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC CDN BC III-5/S/N
NBC860	982647	Fonds d'actions canadiennes	3807152	"21,800"	"21,800"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,007"	2008-12-29		"0,03"		Non	NBC CROIS QUE /SF/N
NBC426	977419	Fonds d'obligations canadiennes et fonds à revenu	3807703	"15,010"	"15,010"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,099"	2009-12-29		"2,65"		Non	NBC DIV FND A/ISC /N
NBC326	996373	Fonds d'obligations canadiennes et fonds à revenu	3807703	"15,010"	"15,010"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,099"	2009-12-29		"2,65"		Non	NBC DIVIDEND /SF/N
NBC837	997852	Fonds de placement équilibré	3807550	"13,510"	"13,510"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,017"	2009-09-25		"0,50"		Non	NBC DIVSF EQUIL/SF/N
NBC834	990239	Fonds d'obligations canadiennes et fonds à revenu	3807705	"10,420"	"10,420"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,019"	2010-01-25		"2,17"		Non	NBC DIVSF PRUD /SF/N
NBC811	995850	Fonds de placement équilibré	3807550	"6,390"	"6,390"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,022"	2009-06-12		"1,36"		Non	NBC EQUIL RETRT/SF/N
NBC040	955146	Fonds Billets Indexés	3807245	"94,300"	"94,300"	CAD								CA	Non	"60 000,00"	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC EURO PAC BC1/S/N
NBC024	952548	Fonds Billets Indexés	3807245	"97,373"	"97,373"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC GL B/C NT S3/S/N
NBC416	977414	Fonds de placement hypothécaires	3807705	"11,070"	"11,070"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,020"	2010-01-25		"2,16"		Non	NBC HYPO-A /N
NBC616	952471	Fonds de placement hypothécaires	3807705	"11,070"	"11,070"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,020"	2010-01-25		"2,16"		Non	NBC HYPOTHEQ /FR/S/N
NBC516	977444	Fonds de placement hypothécaires	3807705	"11,070"	"11,070"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,020"	2010-01-25		"2,16"		Non	NBC HYPOTHEQUES S/N
NBC823	995943	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,03"		Non	NBC LIQUID CORP/SF/N
NBC817	995859	Fonds valeurs du marché monétaire	3807000	"10,000"	"10,000"	USD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,01"		Non	NBC M/MON AM U$/SF/N
NBC815	995858	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,01"		Non	NBC MCH MON /SF/N
NBC415	977413	Fonds de valeurs du marché monétaire canadien	3807850	"10,000"	"10,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,000"	2010-01-25		"0,01"		Non	NBC MCH MON A/ISC /N
NBC1701	956680	Fonds Billets Indexés	3807245	"81,786"	"81,786"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC NA50DV A/CR1/S/N
NBC413	976823	Fonds de valeurs à revenu fixe	3807680	"7,850"	"7,850"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,035"	2010-01-25		"5,42"		Non	NBC OBL HAUT REV /N
NBC513	976839	Fonds de valeurs à revenu fixe	3807680	"7,850"	"7,850"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,035"	2010-01-25		"5,42"		Non	NBC OBL HAUT REV/S/N
NBC440	977420	Fonds d'obligations canadiennes et fonds à revenu	3807700	"11,430"	"11,430"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,020"	2010-01-25		"2,10"		Non	NBC OBLIG A/ISC /N
NBC580	955376	Fonds d'actions privilégiées	3807725	"10,040"	"10,040"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,079"	2009-12-29		"3,15"		Non	NBC OM ACT PRIV /S/N
NBC566	977852	Fonds d'actions canadiennes	3807154	"11,900"	"11,900"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,131"	2009-12-29		"1,10"		Non	NBC OPP CDN D/N
NBC841	997746	Fonds d'actions canadiennes	3807153	"41,560"	"41,560"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"1,074"	2009-12-29		"2,58"		Non	NBC PETIT CAP /SF/N
NBC641	952478	Fonds d'actions canadiennes	3807153	"41,560"	"41,560"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"1,074"	2009-12-29		"2,58"		Non	NBC PETIT SOC/FR/S/N
	V75412	Obligations à escompte (autres)	2602230	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-03-31	"0,000"			n/d	"0,000000"	Non	NBC PROFIT S1-04 31MR11AM
NBC870	988493	Fonds d'actions européennes	3807450	"7,590"	"7,590"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,078"	2009-06-12		"1,03"		Non	NBC PT/CP EURO /SF/N
NBC1156	935641	Fonds de placements alternatifs	3807610	"97,630"	"97,630"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC REP TSX S5 /S/N
NBC671	952476	Fonds d'actions canadiennes	3807155	"10,440"	"10,440"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,024"	2010-01-25		"2,77"		Non	NBC REV MENS /FR/S/N
NBC471	923682	Fonds d'actions canadiennes	3807155	"10,440"	"10,440"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,024"	2010-01-25		"2,77"		Non	NBC REV MENSUEL /N
NBC400	980634	Fonds de placement spéciaux	3807950	"105,569"	"105,569"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,687"	2008-11-25		"7,81"		Non	NBC RND STG ADV CL/N
NBC084	955164	Fonds Billets Indexés	3807610	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	NBC U$BAISSERIIA/S/N
	459340	Fonds de couverture: Billets	330	"91,133"	"92,044"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0	2015-07-27	"0,000"			n/d		Non	NBC XTR L/N S7-05 27JUL15
	459163	Fonds de couverture: Billets	330	"93,142"	"94,073"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0	1980-01-01	"0,000"			n/d		Non	NBC XTR L/NT S9/04 29SP14
	458987	Fonds de couverture: Billets	330	"118,100"	"119,280"	USD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBC XTR LK NT S1/1 31MR10
	458994	Fonds de couverture: Billets	330	"118,100"	"119,280"	USD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBC XTR LK NT S1/3 31MR10
	459145	Fonds de couverture: Billets	330	"91,554"	"92,470"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBC XTR LK NT S5-4 26MY14
	459154	Fonds de couverture: Billets	330	"91,349"	"92,262"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBC XTR LK NT S6-04 2JL14
	459113	Fonds de couverture: Billets	330	"92,586"	"93,512"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0	1980-01-01	"0,000"			n/d		Non	NBC XTR LKD-S03/12 29DC13
	459129	Fonds de couverture: Billets	330	"90,716"	"91,623"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0	1980-01-01	"0,000"			n/d		Non	NBC XTR LKD-S3-04 31MAR14
	459142	Fonds de couverture: Billets	330	"90,494"	"91,399"	CAD								CA	Non	n/d	n/d	"0,000"	Autre	0	1980-01-01	"0,000"			n/d		Non	NBC XTR LKD-S4-04 28APR14
	458963	Fonds de couverture: Billets	330	"118,100"	"119,280"	USD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBC XTRA LK NT S7 31MAR10
	458971	Fonds de couverture: Billets	330	"118,100"	"119,280"	USD								CA	Non	n/d	n/d	"0,000"	Autre	0		"0,000"			n/d		Non	NBC XTRA LK NT S9 31MAR10
	V74619	Billets Indexés	2602230	"135,000"	"135,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2010-02-01	"0,000"			n/d		Non	NBCPP CBC1 03S1 1FV10
	V74620	Billets Indexés	2602230	"134,600"	"135,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2010-03-08	"0,000"			n/d		Non	NBCPP CBC1 03S2 8MR10
	V74622	Billets Indexés	2602230	"134,950"	"135,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2010-04-26	"0,000"			n/d		Non	NBCPP CBC1 03S3 26AV10
	V76200	Billets Indexés	2602245	"135,000"	"135,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2010-06-28	"0,000"			n/d		Non	NBCPP CBC1 03S4 28JN10*
	V74623	Billets Indexés	2602245	"134,950"	"135,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2010-09-30	"0,000"			n/d		Non	NBCPP CBC1 03S5 30SP10
	V74624	Billets Indexés	2602245	"135,000"	"135,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2010-11-01	"0,000"			n/d		Non	NBCPP CBC1 03S6 1NV10
	V75410	Billets Indexés	2602245	"134,388"	"134,388"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2011-03-01	"0,000"			n/d		Non	NBCPP CBC1 04S2 1MR11
	V75415	Billets Indexés	2602245	"134,513"	"134,513"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2011-06-21	"0,000"			n/d		Non	NBCPP CBC1 04S4 21JN11
	V74739	Billets Indexés	2602245	"137,390"	"137,390"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2011-08-31	"0,000"			n/d		Non	NBCPP CBC1 04S5 31AU1*
	V74749	Billets Indexés	2602245	"137,390"	"137,390"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0	2011-12-19	"0,000"			n/d		Non	NBCPP CBC1 04S7 19DC1*
	B23385	Obligations provinciales	2601335	"104,794"	"104,794"	CAD								CA	Non	n/d	n/d	"5,750"	Obligation	2	2011-07-12	"0,000"			"5,49"	"2,397,424"	Non	NBMF 5.75% 12JL11
NTY	458698	Actions ordinaires	315	"41,780"	"41,800"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	NBTY INC
	459387	Actions ordinaires	3308002	"18,370"	"18,370"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NCE DVSF FL/TH (2006)LPU*
	458784	Actions ordinaires	3308002	"7,750"	"7,750"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NCE DVSF FL/TH (2007) LPU
	458851	Actions ordinaires	330	"3,350"	"3,350"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NCE ENERGY TR-COMB UNITS*
	458667	Actions ordinaires	3308002	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NCE F/TH (2000-2) LPU *
	458681	Actions ordinaires	3308002	"25,000"	"25,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"1,040"	2001-05-30		n/d		Non	NCE FLOW THRU (99) LPU **
	459127	Actions ordinaires	3308002	"23,090"	"23,090"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NCE FLOW-THRU (2004) LPU
	458816	Actions ordinaires	3308002	"18,570"	"18,570"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NCE FLOW-THRU(2003-2)LPU
NCR	466221	Actions ordinaires	315	"12,250"	"12,260"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	NCR CORP
	Q51976	Obligations municipales & para-gouvernementales	2601411	"104,899"	"104,899"	CAD								CA	Non	n/d	n/d	"4,350"	Obligation	2	2013-07-04	"0,000"			"4,15"	"2,845,287"	Non	ND PRAIRIE ICS 4.35%4JL13
	Q51366	Obligations municipales & para-gouvernementales	2601411	"101,734"	"101,734"	CAD								CA	Non	n/d	n/d	"4,400"	Obligation	2	2010-11-13	"0,000"			"4,33"	"2,193,373"	Non	ND-DU-LAC BM 4.4% 13NV10
	Q51997	Obligations municipales & para-gouvernementales	2601411	"101,696"	"101,696"	CAD								CA	Non	n/d	n/d	"3,550"	Obligation	2	2014-02-24	"0,000"			"3,49"	"3,103,889"	Non	ND-ILE-PER ICS3.55%24FV14
	466195	Actions ordinaires	330	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NEBEX RES LTD
NP	466359	Actions ordinaires	315	"13,130"	"13,160"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,100"	2009-11-10	NYS	"3,04"		Non	NEENAH PAPER INC
NEM	467150	Actions ordinaires	330	"4,250"	"4,290"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	NEO MATERIAL TECHS INC
	V87343	Obligations (autres)	2606000	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"10,000"	Obligation	1	2010-08-11	"0,000"			n/d	n/d	Non	NEPTUNE TEC RD 10% 11AU10
NTB	467393	Actions ordinaires	330	"2,070"	"2,140"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2008-07-28	TSX	n/d		Non	NEPTUNE TECH & BIORES INC
NESAY	467619	Actions ordinaires	330	"35,000"	"35,000"	USD								US	Non	n/d	n/d	"0,000"	Action	1		"0,421"		XY	"1,20"		Non	NESTLE PART CERT ADR
NSRGY	467624	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"1,237"	2009-04-24	NAS	"2,56"		Non	NESTLE S.A.SP/ADR-FOR REG
NSRGF	467631	Actions ordinaires	330	"51,109"	"51,109"	CAD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"1,400"	2009-04-24	NAS	n/d		Non	NESTLE SA CHF 0.10 REG
NTAP	468096	Actions ordinaires	315	"30,930"	"30,950"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	NETAPP INC
	467659	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2001-06-01		n/d		Non	NETGRAPHE INC *
NETL	467648	Actions ordinaires	315	"44,140"	"44,150"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	NETLOGIC MICROSYSTEMS INC
NRM	467867	Actions ordinaires	315	"1,990"	"2,030"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	NEUROCHEM INC *
NFI.UN	473759	Actions ordinaires	3308005	"10,400"	"10,420"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,098"	2010-01-27	TSE	"11,25"		Non	NEW FLYER IND LTD/ULC-IDS
NGD.DB	V80811	Obligations (autres)	2756000	"99,800"	"100,000"	CAD								CA	Non	n/d	n/d	"5,000"	Obligation	2	2014-06-28	"0,000"		TSE	"5,00"	"4,999,100"	Non	NEW GOLD CV 5% 28JN14
NGD	474177	Actions ordinaires	315	"4,460"	"4,480"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	NEW GOLD INC
NJR	476627	Actions ordinaires	315	"37,300"	"37,320"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,340"	2009-12-11	NYS	"3,64"		Non	NEW JERSEY RESOURCES
NMT.UN	478025	Fiducies de redevances	3308001	"2,440"	"2,680"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,200"	2007-03-28	TSE	"32,79"		Non	NEW MILLENNIUM TECH T/U *
NYT	484535	Actions ordinaires	315	"12,480"	"12,500"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,060"	2008-11-26	NYS	"1,92"		Non	NEW YORK TIMES CO-A-
NAL	469231	Actions ordinaires	330	"9,350"	"9,420"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2009-12-29	TSE	"2,13"		Non	NEWALTA CORP
NAL.DB	V98289	Débentures convertibles	2756000	"102,000"	"103,950"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	2	2012-11-30	"0,000"		TSE	"6,81"	"5,893,492"	Non	NEWALTA CORP CV 7% 30NV12
NAL.DB	V94544	Débentures convertibles	2756000	"76,500"	"81,000"	CAD								CA	Non	n/d	n/d	"7,000"	Obligation	2	2012-11-30	"0,000"		TSE	"8,64"	"15,494,530"	Non	NEWALTA CV RED 7% 30NV1*
NAL.UN	469225	Fiducies de redevances	3308001	"7,680"	"7,700"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,185"	2008-12-29	TSE	"28,83"		Non	NEWALTA INCOME FUND T/U *
	469650	Actions ordinaires	330	"26,500"	"26,500"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,200"			"3,02"		Non	NEWELL CO *
NWL	469651	Actions ordinaires	315	"14,540"	"14,550"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2009-11-25	NYS	"1,38"		Non	NEWELL RUBBERMAID INC
	473725	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NEWFIELDS MINERALS INC
NCC.A	473960	Actions ordinaires	330	"6,700"	"6,800"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,100"	2009-12-29	TSE	n/d		Non	NEWFLD CAPITAL CRP-A SV
NEM	478172	Actions ordinaires	315	"44,130"	"44,150"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,100"	2009-12-04	NYS	"0,91"		Non	NEWMONT MINING CORP
NMC	478177	Actions ordinaires	330	"46,490"	"46,970"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,108"	2009-12-04	TSE	"0,92"		Non	NEWMONT MNG CORP CDA EXCH
	V83641	Obligations (autres)	2606000	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"10,000"	Obligation	1	2012-05-30	"0,000"			"10,00"	"9,946,430"	Non	NEWNORTH 10% 30MY12A
	V83677	Obligations à escompte (autres)	2606000	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2049-12-31	"0,000"			n/d	n/d	Non	NEWNORTH DEFLT TEMP31DC49
NNP	478178	Actions ordinaires	330	"0,400"	"0,640"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSX	n/d		Non	NEWNORTH PROJECT LTD
NPF.DB	V80884	Débentures convertibles	2756000	"56,000"	"57,000"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	2	2010-12-31	"0,000"		TSE	"0,00"	"70,487,783"	Non	NEWPORT CV RSTD7.5%31DC10
	479190	Actions ordinaires	330	"5,500"	"5,500"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	NEWPORT PETROLEUM CORP
NWS.A	482179	Actions ordinaires	315	"12,660"	"12,670"	USD								US	Non	n/d	n/d	"0,000"	Action	2		"0,060"	2009-09-04	NYS	"0,95"		Non	NEWS CORP-CL A
