Description	Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Clôture	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation
INT-CDA RRB 1DC17		M00088	Obligations (autres)	2631111	"123,267"	"123,267"	"123,267"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-12-01	"0,000"			n/d	"0,000000"	Non
INT-CDA RRB 1JN18		M00089	Obligations (autres)	2631111	"121,839"	"121,839"	"121,839"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-06-01	"0,000"			n/d	"0,000000"	Non
INT-CDA RRB 1JN21		M00095	Obligations (autres)	2631111	"114,207"	"114,207"	"114,207"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2021-06-01	"0,000"			n/d	"0,000000"	Non
INT-CEG DRUMMONDVL 15AV14		M52543	Coupons détachés	2631421	"87,448"	"87,448"	"87,448"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-04-15	"0,000"			n/d	"3,230,026"	Non
INT-CIBC 10.8% 31 15MAY13		M59216	Coupons détachés	2632230	"90,495"	"90,495"	"90,495"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-05-15	"0,000"			n/d	"3,071,504"	Non
INT-COMM URB MTL 6DC10		M60849	Coupons détachés	2631411	"98,878"	"98,878"	"98,878"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-12-06	"0,000"			n/d	"1,314,848"	Non
INT-COMM URB MTL 6JN10		M60848	Coupons détachés	2631411	"99,712"	"99,712"	"99,712"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-06-06	"0,000"			n/d	"0,798664"	Non
INT-COMM URB MTL 15MI11		M93774	Coupons détachés	2631411	"98,761"	"98,761"	"98,761"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-05-15	"0,000"			n/d	"0,962625"	Non
INT-ENBRIDGE AD0 11DC13		M88082	Coupons détachés	2636000	"87,540"	"87,540"	"87,540"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-12-11	"0,000"			n/d	"3,492,256"	Non
INT-GEORGE WESTON 24AV11		M94756	Coupons détachés	2636000	"97,871"	"97,871"	"97,871"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-04-24	"0,000"			n/d	"1,745,178"	Non
INT-HEBERG QUEBEC 6AO11		M86168	Coupons détachés	2631385	"97,374"	"97,374"	"97,374"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-08-06	"0,000"			n/d	"1,755,919"	Non
INT-HEBERG QUEBEC 6AO12		M86170	Coupons détachés	2631385	"93,888"	"93,888"	"93,888"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-08-06	"0,000"			n/d	"2,525,366"	Non
INT-HEBERG QUEBEC 6AO13		M86172	Coupons détachés	2631385	"90,416"	"90,416"	"90,416"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-08-06	"0,000"			n/d	"2,896,223"	Non
INT-HEBERG QUEBEC 6AO14		M86174	Coupons détachés	2631421	"85,325"	"85,325"	"85,325"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-08-06	"0,000"			n/d	"3,566,449"	Non
INT-HEBERG QUEBEC 6FV11		M86167	Coupons détachés	2631385	"98,535"	"98,535"	"98,535"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-02-06	"0,000"			n/d	"1,439,118"	Non
INT-HEBERG QUEBEC 6FV12		M86169	Coupons détachés	2631385	"95,810"	"95,810"	"95,810"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-02-06	"0,000"			n/d	"2,127,867"	Non
INT-HEBERG QUEBEC 6FV13		M86171	Coupons détachés	2631385	"92,459"	"92,459"	"92,459"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-02-06	"0,000"			n/d	"2,618,871"	Non
INT-HEBERG QUEBEC 6FV14		M86173	Coupons détachés	2631385	"87,587"	"87,587"	"87,587"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-02-06	"0,000"			n/d	"3,341,028"	Non
INT-HYD QUEBEC 10JL10		M83040	Coupons détachés	2631385	"99,727"	"99,727"	"99,727"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-07-10	"0,000"			n/d	"0,601914"	Non
INT-HYD QUEBEC 15AO21		M80813	Coupons détachés	2631385	"57,029"	"57,029"	"57,029"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2021-08-15	"0,000"			n/d	"4,981,069"	Non
INT-HYD QUEBEC 15AO23		M80817	Coupons détachés	2631385	"50,477"	"50,477"	"50,477"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2023-08-15	"0,000"			n/d	"5,173,513"	Non
INT-HYD QUEBEC 15AO25		M80821	Coupons détachés	2631385	"44,531"	"44,531"	"44,531"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2025-08-15	"0,000"			n/d	"5,338,973"	Non
INT-HYD QUEBEC 15FV21		M80812	Coupons détachés	2631385	"58,901"	"58,901"	"58,901"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2021-02-15	"0,000"			n/d	"4,903,313"	Non
INT-HYD QUEBEC 15FV22		M80814	Coupons détachés	2631385	"55,269"	"55,269"	"55,269"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2022-02-15	"0,000"			n/d	"5,040,666"	Non
INT-HYD QUEBEC 15FV23		M80816	Coupons détachés	2631385	"51,771"	"51,771"	"51,771"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2023-02-15	"0,000"			n/d	"5,171,104"	Non
INT-HYD QUEBEC 16JANV13		M80749	Coupons détachés	2631385	"93,384"	"93,384"	"93,384"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-01-16	"0,000"			n/d	"2,327,248"	Non
INT-HYD QUEBEC 16JANV14		M80750	Coupons détachés	2631385	"89,582"	"89,582"	"89,582"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-01-16	"0,000"			n/d	"2,806,104"	Non
INT-HYD QUEBEC 16JANV15		M80751	Coupons détachés	2631385	"85,453"	"85,453"	"85,453"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2015-01-16	"0,000"			n/d	"3,210,102"	Non
INT-HYD QUEBEC 16JANV17		M80756	Coupons détachés	2631385	"76,427"	"76,427"	"76,427"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-01-16	"0,000"			n/d	"3,929,296"	Non
INT-HYD QUEBEC 16JUIL15		M80752	Coupons détachés	2631385	"83,461"	"83,461"	"83,461"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2015-07-16	"0,000"			n/d	"3,359,589"	Non
INT-HYD QUEBEC 16JUIL17		M80757	Coupons détachés	2631385	"74,140"	"74,140"	"74,140"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-07-16	"0,000"			n/d	"4,086,172"	Non
INT-HYDRO QUE 22NV10		M22416	Coupons détachés	2631385	"99,348"	"99,348"	"99,348"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-11-22	"0,000"			n/d	"0,795820"	Non
INT-HYDRO QUE U$ 13JA13		M22762	Coupons détachés	2631381	"93,628"	"93,628"	"93,628"	USD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-01-13	"0,000"			n/d	"2,243,811"	Non
INT-HYDRO QUEBEC 10JA14		M80889	Coupons détachés	2631385	"89,650"	"89,650"	"89,650"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-01-10	"0,000"			n/d	"2,798,213"	Non
INT-HYDRO QUEBEC 10JA17		M80894	Coupons détachés	2631385	"76,501"	"76,501"	"76,501"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-01-10	"0,000"			n/d	"3,924,305"	Non
INT-HYDRO QUEBEC 10JL13		M80323	Coupons détachés	2631385	"91,456"	"91,456"	"91,456"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-07-10	"0,000"			n/d	"2,618,872"	Non
INT-HYDRO QUEBEC 15AO10		M84819	Coupons détachés: Provinces	2631385	"99,642"	"99,642"	"99,642"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-08-15	"0,000"			n/d	"0,644844"	Non
INT-HYDRO QUEBEC 15AO11		M84821	Coupons détachés	2631385	"98,058"	"98,058"	"98,058"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-08-15	"0,000"			n/d	"1,270,442"	Non
INT-HYDRO QUEBEC 15AO12		M84823	Coupons détachés	2631385	"94,980"	"94,980"	"94,980"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-08-15	"0,000"			n/d	"2,037,530"	Non
INT-HYDRO QUEBEC 15AO13		M84825	Coupons détachés: Provinces	2631385	"91,121"	"91,121"	"91,121"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-08-15	"0,000"			n/d	"2,631,163"	Non
INT-HYDRO QUEBEC 15AO14		M84827	Coupons détachés: Provinces	2631385	"87,145"	"87,145"	"87,145"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-08-15	"0,000"			n/d	"3,042,324"	Non
INT-HYDRO QUEBEC 15AO15		M84829	Coupons détachés: Provinces	2631385	"83,142"	"83,142"	"83,142"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2015-08-15	"0,000"			n/d	"3,350,008"	Non
INT-HYDRO QUEBEC 15AO16		M84831	Coupons détachés	2631385	"78,358"	"78,358"	"78,358"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2016-08-15	"0,000"			n/d	"3,791,558"	Non
INT-HYDRO QUEBEC 15AO17		M84833	Coupons détachés	2631385	"73,744"	"73,744"	"73,744"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-08-15	"0,000"			n/d	"4,114,616"	Non
INT-HYDRO QUEBEC 15AO19		M84837	Coupons détachés	2631385	"65,057"	"65,057"	"65,057"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2019-08-15	"0,000"			n/d	"4,602,811"	Non
INT-HYDRO QUEBEC 15AO20		M84839	Coupons détachés	2631385	"60,902"	"60,902"	"60,902"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2020-08-15	"0,000"			n/d	"4,811,140"	Non
INT-HYDRO QUEBEC 15AP10		M22285	Coupons détachés: Provinces	2631385	"99,888"	"99,888"	"99,888"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-04-15	"0,000"			n/d	"0,510171"	Non
INT-HYDRO QUEBEC 15AP12		M22289	Coupons détachés	2631385	"96,152"	"96,152"	"96,152"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-04-15	"0,000"			n/d	"1,783,944"	Non
INT-HYDRO QUEBEC 15AP13		M22291	Coupons détachés: Provinces	2631385	"92,376"	"92,376"	"92,376"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-04-15	"0,000"			n/d	"2,478,222"	Non
INT-HYDRO QUEBEC 15AP14		M22293	Coupons détachés	2631385	"88,543"	"88,543"	"88,543"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-04-15	"0,000"			n/d	"2,926,009"	Non
INT-HYDRO QUEBEC 15AV16		M22297	Coupons détachés	2631385	"79,957"	"79,957"	"79,957"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2016-04-15	"0,000"			n/d	"3,662,097"	Non
INT-HYDRO QUEBEC 15AV17		M22299	Coupons détachés	2631385	"75,332"	"75,332"	"75,332"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-04-15	"0,000"			n/d	"4,001,784"	Non
INT-HYDRO QUEBEC 15AV19		M22303	Coupons détachés	2631385	"66,511"	"66,511"	"66,511"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2019-04-15	"0,000"			n/d	"4,522,710"	Non
INT-HYDRO QUEBEC 15FV10		M84818	Coupons détachés: Provinces	2631385	"99,974"	"99,974"	"99,974"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-02-15	"0,000"			n/d	"0,455738"	Non
INT-HYDRO QUEBEC 15FV11		M84820	Coupons détachés: Provinces	2631385	"98,998"	"98,998"	"98,998"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-02-15	"0,000"			n/d	"0,954961"	Non
INT-HYDRO QUEBEC 15FV13		M84824	Coupons détachés: Provinces	2631385	"93,052"	"93,052"	"93,052"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-02-15	"0,000"			n/d	"2,369,510"	Non
INT-HYDRO QUEBEC 15FV14		M84826	Coupons détachés	2631385	"89,237"	"89,237"	"89,237"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-02-15	"0,000"			n/d	"2,846,247"	Non
INT-HYDRO QUEBEC 15FV16		M84830	Coupons détachés	2631385	"80,772"	"80,772"	"80,772"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2016-02-15	"0,000"			n/d	"3,588,065"	Non
INT-HYDRO QUEBEC 15FV17		M84832	Coupons détachés	2631385	"75,803"	"75,803"	"75,803"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-02-15	"0,000"			n/d	"4,003,401"	Non
INT-HYDRO QUEBEC 15FV20		M84838	Coupons détachés	2631385	"62,945"	"62,945"	"62,945"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2020-02-15	"0,000"			n/d	"4,710,172"	Non
INT-HYDRO QUEBEC 15JA13		M22357	Coupons détachés	2631385	"93,395"	"93,395"	"93,395"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-01-15	"0,000"			n/d	"2,325,364"	Non
INT-HYDRO QUEBEC 15JA14		M22359	Coupons détachés	2631385	"89,593"	"89,593"	"89,593"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-01-15	"0,000"			n/d	"2,804,888"	Non
INT-HYDRO QUEBEC 15JA17		M22365	Coupons détachés	2631385	"76,440"	"76,440"	"76,440"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-01-15	"0,000"			n/d	"3,928,335"	Non
INT-HYDRO QUEBEC 15JA18		M22367	Coupons détachés	2631385	"71,801"	"71,801"	"71,801"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-01-15	"0,000"			n/d	"4,242,661"	Non
INT-HYDRO QUEBEC 15JL10		M22352	Coupons détachés	2631385	"99,720"	"99,720"	"99,720"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-07-15	"0,000"			n/d	"0,599339"	Non
INT-HYDRO QUEBEC 15JL11		M22354	Coupons détachés	2631385	"98,247"	"98,247"	"98,247"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-07-15	"0,000"			n/d	"1,211,609"	Non
INT-HYDRO QUEBEC 15JL13		M22358	Coupons détachés: Provinces	2631385	"91,409"	"91,409"	"91,409"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-07-15	"0,000"			n/d	"2,603,684"	Non
INT-HYDRO QUEBEC 15JL14		M22360	Coupons détachés	2631385	"87,489"	"87,489"	"87,489"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-07-15	"0,000"			n/d	"3,036,283"	Non
INT-HYDRO QUEBEC 15JL16		M22364	Coupons détachés	2631385	"78,748"	"78,748"	"78,748"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2016-07-15	"0,000"			n/d	"3,762,614"	Non
INT-HYDRO QUEBEC 15JL17		M22366	Coupons détachés	2631385	"73,997"	"73,997"	"73,997"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-07-15	"0,000"			n/d	"4,114,612"	Non
INT-HYDRO QUEBEC 15JL18		M22368	Coupons détachés	2631385	"69,709"	"69,709"	"69,709"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-07-15	"0,000"			n/d	"4,353,062"	Non
INT-HYDRO QUEBEC 15JL20		M22372	Coupons détachés	2631385	"61,242"	"61,242"	"61,242"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2020-07-15	"0,000"			n/d	"4,795,360"	Non
INT-HYDRO QUEBEC 15OC10		M22286	Coupons détachés: Provinces	2631385	"99,471"	"99,471"	"99,471"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-10-15	"0,000"			n/d	"0,738257"	Non
INT-HYDRO QUEBEC 15OC11		M22288	Coupons détachés: Provinces	2631385	"97,665"	"97,665"	"97,665"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-10-15	"0,000"			n/d	"1,378,564"	Non
INT-HYDRO QUEBEC 15OC13		M22292	Coupons détachés	2631385	"90,556"	"90,556"	"90,556"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-10-15	"0,000"			n/d	"2,702,185"	Non
INT-HYDRO QUEBEC 15OC17		M22300	Coupons détachés	2631385	"72,948"	"72,948"	"72,948"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-10-15	"0,000"			n/d	"4,170,109"	Non
INT-HYDRO QUEBEC 16JA11		M80494	Coupons détachés: Provinces	2631385	"99,124"	"99,124"	"99,124"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-01-16	"0,000"			n/d	"0,904331"	Non
INT-HYDRO QUEBEC 16JA18		M22687	Coupons détachés	2631385	"71,789"	"71,789"	"71,789"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-01-16	"0,000"			n/d	"4,243,357"	Non
INT-HYDRO QUEBEC 16JA20		M22691	Coupons détachés	2631385	"63,285"	"63,285"	"63,285"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2020-01-16	"0,000"			n/d	"4,693,336"	Non
INT-HYDRO QUEBEC 16JA27		M22677	Coupons détachés	2631385	"41,297"	"41,297"	"41,297"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2027-01-16	"0,000"			n/d	"5,347,891"	Non
INT-HYDRO QUEBEC 16JL10		M80493	Coupons détachés: Provinces	2631385	"99,717"	"99,717"	"99,717"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-07-16	"0,000"			n/d	"0,597307"	Non
INT-HYDRO QUEBEC 16JL11		M80495	Coupons détachés: Provinces	2631385	"98,241"	"98,241"	"98,241"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-07-16	"0,000"			n/d	"1,206,668"	Non
INT-HYDRO QUEBEC 16JL12		M80497	Coupons détachés: Provinces	2631385	"95,270"	"95,270"	"95,270"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-07-16	"0,000"			n/d	"1,967,290"	Non
INT-HYDRO QUEBEC 26AO11		M80883	Coupons détachés	2631385	"97,989"	"97,989"	"97,989"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-08-26	"0,000"			n/d	"1,291,129"	Non
INT-HYDRO QUEBEC 26AO15		M80699	Coupons détachés	2631385	"82,969"	"82,969"	"82,969"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2015-08-26	"0,000"			n/d	"3,400,333"	Non
INT-HYDRO QUEBEC 26AO20		M80942	Coupons détachés	2631385	"60,782"	"60,782"	"60,782"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2020-08-26	"0,000"			n/d	"4,816,649"	Non
INT-HYDRO QUEBEC 26FV12		M80884	Coupons détachés	2631385	"96,600"	"96,600"	"96,600"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-02-26	"0,000"			n/d	"1,670,743"	Non
INT-HYDRO QUEBEC 26FV14		M80888	Coupons détachés	2631385	"89,110"	"89,110"	"89,110"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-02-26	"0,000"			n/d	"2,860,800"	Non
INT-HYDRO QUEBEC 26MR10		M02626	Coupons détachés	2631385	"99,916"	"99,916"	"99,916"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-03-26	"0,000"			n/d	"0,511430"	Non
INT-HYDRO QUEBEC 26SP10		M02634	Coupons détachés	2631385	"99,526"	"99,526"	"99,526"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-09-26	"0,000"			n/d	"0,712434"	Non
INT-HYQ QUEBEC 26FEB18		M80540	Coupons détachés	2631385	"71,316"	"71,316"	"71,316"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-02-26	"0,000"			n/d	"4,268,396"	Non
INT-LOBL 23MY11		M87741	Coupons détachés	2636000	"97,662"	"97,662"	"97,662"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-05-23	"0,000"			n/d	"1,803,870"	Non
INT-LOBL 23NV11		M87799	Coupons détachés	2636000	"96,206"	"96,206"	"96,206"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-11-23	"0,000"			n/d	"2,139,146"	Non
INT-LOBLAW 1MR12		M87864	Coupons détachés	2636000	"95,199"	"95,199"	"95,199"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-03-01	"0,000"			n/d	"2,375,257"	Non
INT-LOBLAW CYC AM9 7JN15		M88764	Coupons détachés	2636000	"80,908"	"80,908"	"80,908"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2015-06-07	"0,000"			n/d	"4,028,358"	Non
INT-MANITOBA 5SP16		M60149	Coupons détachés	2631321	"78,188"	"78,188"	"78,188"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2016-09-05	"0,000"			n/d	"3,792,041"	Non
INT-MANITOBA 5SP18		M60153	Coupons détachés	2631321	"69,049"	"69,049"	"69,049"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-09-05	"0,000"			n/d	"4,394,790"	Non
INT-MANITOBA 5SP19		M60189	Coupons détachés	2631321	"64,836"	"64,836"	"64,836"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2019-09-05	"0,000"			n/d	"4,611,668"	Non
INT-MONTREAL 1DC11		M76074	Coupons détachés	2631411	"97,399"	"97,399"	"97,399"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-12-01	"0,000"			n/d	"1,435,284"	Non
INT-MONTREAL 1DC12		M76076	Coupons détachés	2631411	"94,241"	"94,241"	"94,241"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-12-01	"0,000"			n/d	"2,103,542"	Non
INT-MONTREAL 1DC13		M76078	Coupons détachés	2631411	"89,254"	"89,254"	"89,254"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2013-12-01	"0,000"			n/d	"2,997,399"	Non
INT-MONTREAL 1DC14		M76080	Coupons détachés	2631411	"86,804"	"86,804"	"86,804"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-12-01	"0,000"			n/d	"2,961,298"	Non
INT-MONTREAL 1DC16		M76084	Coupons détachés	2631411	"78,301"	"78,301"	"78,301"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2016-12-01	"0,000"			n/d	"3,635,840"	Non
INT-MONTREAL 1DC17		M76086	Coupons détachés	2631411	"73,724"	"73,724"	"73,724"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2017-12-01	"0,000"			n/d	"3,960,074"	Non
INT-MONTREAL 1DC18		M76088	Coupons détachés	2631411	"69,333"	"69,333"	"69,333"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-12-01	"0,000"			n/d	"4,225,569"	Non
INT-MONTREAL 1DC19		M76090	Coupons détachés	2631411	"65,306"	"65,306"	"65,306"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2019-12-01	"0,000"			n/d	"4,420,987"	Non
INT-MONTREAL 1DC20		M76092	Coupons détachés	2631411	"61,149"	"61,149"	"61,149"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2020-12-01	"0,000"			n/d	"4,637,863"	Non
INT-MONTREAL 1DC22		M76096	Coupons détachés	2631411	"53,877"	"53,877"	"53,877"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2022-12-01	"0,000"			n/d	"4,930,942"	Non
INT-MONTREAL 1DC24		M76100	Coupons détachés	2631411	"47,850"	"47,850"	"47,850"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2024-12-01	"0,000"			n/d	"5,089,123"	Non
INT-MONTREAL 1JN11		M76073	Coupons détachés	2631411	"98,633"	"98,633"	"98,633"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-06-01	"0,000"			n/d	"1,026,363"	Non
INT-MONTREAL 1JN12		M76075	Coupons détachés	2631411	"95,924"	"95,924"	"95,924"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-06-01	"0,000"			n/d	"1,788,157"	Non
INT-MONTREAL 1JN14		M76079	Coupons détachés	2631411	"88,684"	"88,684"	"88,684"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2014-06-01	"0,000"			n/d	"2,800,507"	Non
INT-MONTREAL 1JN15		M76081	Coupons détachés	2631411	"84,769"	"84,769"	"84,769"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2015-06-01	"0,000"			n/d	"3,138,019"	Non
INT-MONTREAL 1JN16		M76083	Coupons détachés	2631411	"80,452"	"80,452"	"80,452"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2016-06-01	"0,000"			n/d	"3,485,834"	Non
INT-MONTREAL 1JN19		M76089	Coupons détachés	2631411	"67,281"	"67,281"	"67,281"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2019-06-01	"0,000"			n/d	"4,330,496"	Non
INT-MONTREAL 1JN20		M76091	Coupons détachés	2631411	"59,892"	"59,892"	"59,892"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2020-06-01	"0,000"			n/d	"5,078,661"	Non
INT-MONTREAL 30JA11		M86062	Coupons détachés	2631411	"99,207"	"99,207"	"99,207"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2011-01-30	"0,000"			n/d	"0,788494"	Non
INT-MONTREAL CITY 17NV18		M76050	Coupons détachés	2631411	"69,566"	"69,566"	"69,566"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2018-11-17	"0,000"			n/d	"4,204,663"	Non
INT-N.S. POWER 10JA12		M60763	Coupons détachés	2631355	"97,048"	"97,048"	"97,048"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-01-10	"0,000"			n/d	"1,541,415"	Non
INT-N.S. POWER 10JL10		M60760	Coupons détachés	2631355	"99,736"	"99,736"	"99,736"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2010-07-10	"0,000"			n/d	"0,582018"	Non
INT-N.S. POWER 10JL12		M60764	Coupons détachés	2631355	"95,401"	"95,401"	"95,401"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-07-10	"0,000"			n/d	"1,936,436"	Non
INT-N.S. POWER 15MI12		M62797	Coupons détachés	2631355	"95,924"	"95,924"	"95,924"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-05-15	"0,000"			n/d	"1,824,674"	Non
INT-N.S. POWER 26AO12		M60904	Coupons détachés	2631355	"94,956"	"94,956"	"94,956"	CAD								CA	Non	n/d	n/d	"0,000"	Obligation	0	2012-08-26	"0,000"			n/d	"2,023,503"	Non
