"Description"	"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Close"	"Cur. Price"	"Subsequent Amount"	"Region"	"Non-redeemable"	"Maturity"	"Market"	"Interest"	"Initial Amount"	"Frequency"	"Financial Instrument"	"Dividend Date"	"Dividend"	"MY (%)"	"YTM - Market (%)"
"LINAMAR CORPORATION"	"LNR"	"394963"	"Common Stock"	"330"	"14.340"	"14.550"	"14.430"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"11/24/2009"	"0.030"	"0.83"	""
"LINEAR TECHNOLOGY CORP"	"LLTC"	"395335"	"Common Stock"	"315"	"27.670"	"27.680"	"27.680"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"11/10/2009"	"0.220"	"3.18"	""
"LINMOR INC *"	""	"395171"	"Common Stock"	"330"	"0.005"	"0.010"	"0.010"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"05/31/2004"	"0.000"	"n/a"	""
"LIONBRIDGE TECH INC"	"LIOX"	"395446"	"Common Stock"	"330"	"2.370"	"2.380"	"2.380"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LIONORE MINING INTL LTD *"	"LIM"	"395468"	"Common Stock"	"330"	"0.000"	"0.000"	"24.500"	"USD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LIQUIDATION WORLD INC"	"LQW"	"395579"	"Common Stock"	"330"	"0.660"	"0.700"	"0.670"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LIQUOR ST CV 6.75% 31DC12"	"LIQ.DB"	"V40434"	"Convertible Debentures"	"2756000"	"104.880"	"105.120"	"105.000"	"CAD"	"n/a"	"CA"	"No"	"12/31/2012"	"TSE"	"6.750"	"n/a"	"2"	"Bond"	""	"0.000"	"6.43"	"4.896175"
"LIQUOR STORES INCM FD T/U"	"LIQ.UN"	"395585"	"Trust Units"	"3308001"	"15.700"	"15.760"	"15.700"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.135"	"10.32"	""
"LITHOS CORPORATION *"	""	"396092"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"04/03/2000"	"0.000"	"n/a"	""
"LIVINGSTON INTL INCM T/U*"	"LIV.UN"	"396737"	"Trust Units"	"3308001"	"9.490"	"9.500"	"9.490"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"05/27/2009"	"0.042"	"0.00"	""
"LIZ CLAIBORNE INC"	"LIZ"	"396810"	"Common Stock"	"315"	"4.950"	"4.960"	"4.950"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/19/2008"	"0.056"	"0.00"	""
"LL & E ROYALTY TR UNITS"	"LRT"	"377667"	"Common Stock"	"330"	"0.000"	"0.000"	"0.630"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"12"	"Equity"	"10/03/2007"	"0.033"	"0.00"	""
"LLOYDS BANKING GRP SP ADR"	"LYG"	"399981"	"Common Stock"	"3158000"	"3.520"	"3.540"	"3.500"	"USD"	"n/a"	"GB"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"11/23/2009"	"1.449"	"82.78"	""
"LOBLAW 144A 6.15% 29JA35"	""	"V42874"	"Corporate Bonds"	"2606000"	"99.223"	"99.223"	"99.223"	"CAD"	"n/a"	"CA"	"No"	"01/29/2035"	""	"6.150"	"n/a"	"2"	"Bond"	""	"0.000"	"6.20"	"6.211524"
"LOBLAW CO 6.5% 19JA11"	""	"V41617"	"Corporate Bonds"	"2606000"	"104.916"	"104.916"	"104.916"	"CAD"	"n/a"	"CA"	"No"	"01/19/2011"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.20"	"1.447046"
"LOBLAW CO 6.5% 22JA29"	""	"V41601"	"Corporate Bonds"	"2606000"	"102.962"	"102.962"	"102.962"	"CAD"	"n/a"	"CA"	"No"	"01/22/2029"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.31"	"6.231721"
"LOBLAW CO 5.95% 2ND PFD-A"	"L.PR.A"	"397761"	"Retractable Preferred Shares"	"310"	"26.800"	"27.000"	"26.930"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"01/13/2010"	"0.372"	"5.52"	""
"LOBLAW CO MTN 7.1% 1JN16"	""	"V41620"	"Corporate Bonds"	"2606000"	"118.061"	"118.061"	"118.061"	"CAD"	"n/a"	"CA"	"No"	"06/01/2016"	""	"7.100"	"n/a"	"2"	"Bond"	""	"0.000"	"6.01"	"3.863571"
"LOBLAW COMPANIES LTD"	"L"	"397364"	"Common Stock"	"315"	"35.480"	"35.710"	"35.590"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/11/2009"	"0.210"	"2.36"	""
"LOBLAW MTN 144A 6% 2JN08"	""	"V41618"	"Bonds (other)"	"2606000"	"100.000"	"100.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"06/02/2008"	""	"6.000"	"n/a"	"2"	"Bond"	""	"0.000"	"6.00"	"0.000000"
"LOBLAW MTN CB 6.65% 8NV27"	""	"V41611"	"Corporate Bonds"	"2606000"	"104.446"	"104.446"	"104.446"	"CAD"	"n/a"	"CA"	"No"	"11/08/2027"	""	"6.650"	"n/a"	"2"	"Bond"	""	"0.000"	"6.37"	"6.231717"
"LOCH HARRIS INC"	""	"399788"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LOCK'N PAY P/P 30NV13"	""	"V45124"	"Linked Notes"	"2602245"	"101.050"	"101.050"	"101.050"	"CAD"	"n/a"	"CA"	"No"	"11/30/2013"	""	"0.000"	"n/a"	"1"	"Equity"	""	"0.000"	"0.00"	""
"LOCKHEED MARTIN CORP"	"LMT"	"399980"	"Common Stock"	"315"	"76.730"	"76.740"	"76.760"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/27/2009"	"0.630"	"3.28"	""
"LODGENET INTERACTIVE CORP"	"LNET"	"400515"	"Common Stock"	"315"	"5.870"	"5.880"	"5.880"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LOEW'S CORP"	"L"	"400812"	"Common Stock"	"315"	"36.100"	"36.110"	"36.090"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/25/2009"	"0.063"	"0.69"	""
"LOEWEN GROUP INC *"	""	"400700"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.200"	"n/a"	""
"LOEWEN GRP 1ST PRF SER-C*"	""	"400702"	"Preferred Shares"	"310"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	""	"0.000"	"n/a"	""
"LOEWS CINEPLEX ENTERTNMT"	""	"400725"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LOGIBEC GRPE INFORMATIQUE"	"LGI"	"400908"	"Common Stock"	"330"	"21.750"	"22.000"	"22.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	""	"0.100"	"1.82"	""
"LOGIX ENTERPRISES INC *"	"LGX"	"400972"	"Common Stock"	"330"	"0.020"	"0.030"	"0.020"	"CAD"	"n/a"	"CA"	"No"	""	"V"	"0.000"	"n/a"	"0"	"Equity"	"11/25/2002"	"0.000"	"n/a"	""
"LOH'S SINFULLY GD ICE CRM"	""	"401036"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LONE STAR IND INC - NEW"	"LCE"	"402736"	"Common Stock"	"315"	"49.812"	"49.812"	"49.812"	"USD"	"n/a"	"US"	"No"	""	"NY"	"0.000"	"n/a"	"4"	"Equity"	"08/30/1999"	"0.050"	"0.00"	""
"LONGUE-R BEO 1.5% 25AG11"	""	"Q44046"	"Municipal & Para-governmental Bonds"	"2601411"	"99.423"	"99.423"	"99.423"	"CAD"	"n/a"	"CA"	"No"	"08/25/2011"	""	"1.500"	"n/a"	"2"	"Bond"	""	"0.000"	"1.51"	"1.871023"
"LONGUE-R BEO 2.3% 25AG12"	""	"Q44047"	"Municipal & Para-governmental Bonds"	"2601411"	"99.756"	"99.756"	"99.756"	"CAD"	"n/a"	"CA"	"No"	"08/25/2012"	""	"2.300"	"n/a"	"2"	"Bond"	""	"0.000"	"2.31"	"2.397553"
"LONGUEUIL BEO 5% 3MR19"	""	"Q43996"	"Municipal & Para-governmental Bonds"	"2601411"	"103.339"	"103.339"	"103.339"	"CAD"	"n/a"	"CA"	"No"	"03/03/2019"	""	"5.000"	"n/a"	"2"	"Bond"	""	"0.000"	"4.84"	"4.547310"
"LONGUEUIL BEO 4% 15NV11"	""	"Q43965"	"Municipal & Para-governmental Bonds"	"2601411"	"103.576"	"103.576"	"103.576"	"CAD"	"n/a"	"CA"	"No"	"11/15/2011"	""	"4.000"	"n/a"	"2"	"Bond"	""	"0.000"	"3.86"	"1.971064"
"LONGUEUIL BEO 3.4% 9NV08"	""	"Q43933"	"Municipal & Para-governmental Bonds"	"2601411"	"99.991"	"99.991"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"11/09/2008"	""	"3.400"	"n/a"	"2"	"Bond"	""	"0.000"	"3.40"	"0.000000"
"LONGUEUIL BEO 3.8% 9NV11"	""	"Q43936"	"Municipal & Para-governmental Bonds"	"2601411"	"103.208"	"103.208"	"103.208"	"CAD"	"n/a"	"CA"	"No"	"11/09/2011"	""	"3.800"	"n/a"	"2"	"Bond"	""	"0.000"	"3.68"	"1.963338"
"LONGUEUIL BEO 4.2% 2MR13"	""	"Q43928"	"Municipal & Para-governmental Bonds"	"2601411"	"104.415"	"104.415"	"104.415"	"CAD"	"n/a"	"CA"	"No"	"03/02/2013"	""	"4.200"	"n/a"	"2"	"Bond"	""	"0.000"	"4.02"	"2.704647"
"LONGUEUIL BEO 4.5%16JN10"	""	"Q43856"	"Municipal & Para-governmental Bonds"	"2601411"	"101.371"	"101.371"	"101.371"	"CAD"	"n/a"	"CA"	"No"	"06/16/2010"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.44"	"0.967556"
"LONGUEUIL BEO 5.2% 5NV10"	""	"Q43797"	"Municipal & Para-governmental Bonds"	"2601411"	"102.969"	"102.969"	"102.969"	"CAD"	"n/a"	"CA"	"No"	"11/05/2010"	""	"5.200"	"n/a"	"2"	"Bond"	""	"0.000"	"5.05"	"1.339662"
"LONGUEUIL BEO 5.2%16JN14"	""	"Q43860"	"Municipal & Para-governmental Bonds"	"2601411"	"108.075"	"108.075"	"108.075"	"CAD"	"n/a"	"CA"	"No"	"06/16/2014"	""	"5.200"	"n/a"	"2"	"Bond"	""	"0.000"	"4.81"	"3.212313"
"LONGUEUIL BEO 5.5% 5NV12"	""	"Q43799"	"Municipal & Para-governmental Bonds"	"2601411"	"107.915"	"107.915"	"107.915"	"CAD"	"n/a"	"CA"	"No"	"11/05/2012"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.10"	"2.528223"
"LONGUEUIL BEO 1.6% 3MR10"	""	"Q43991"	"Municipal & Para-governmental Bonds"	"2601411"	"100.071"	"100.071"	"100.071"	"CAD"	"n/a"	"CA"	"No"	"03/03/2010"	""	"1.600"	"n/a"	"2"	"Bond"	""	"0.000"	"1.60"	"0.898991"
"LONGUEUIL BEO 3.25%20JL10"	""	"Q43829"	"Municipal & Para-governmental Bonds"	"2601411"	"101.122"	"101.122"	"101.122"	"CAD"	"n/a"	"CA"	"No"	"07/20/2010"	""	"3.250"	"n/a"	"2"	"Bond"	""	"0.000"	"3.21"	"0.931382"
"LONGUEUIL BEO 3.55% 2MR10"	""	"Q43925"	"Municipal & Para-governmental Bonds"	"2601411"	"100.253"	"100.253"	"100.253"	"CAD"	"n/a"	"CA"	"No"	"03/02/2010"	""	"3.550"	"n/a"	"2"	"Bond"	""	"0.000"	"3.54"	"0.989373"
"LONGUEUIL BEO 3.65% 9NV10"	""	"Q43935"	"Municipal & Para-governmental Bonds"	"2601411"	"101.799"	"101.799"	"101.799"	"CAD"	"n/a"	"CA"	"No"	"11/09/2010"	""	"3.650"	"n/a"	"2"	"Bond"	""	"0.000"	"3.59"	"1.343273"
"LONGUEUIL BEO 4.05%27NV09"	""	"Q43689"	"Municipal & Para-governmental Bonds"	"2601411"	"99.992"	"99.992"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"11/27/2009"	""	"4.050"	"n/a"	"2"	"Bond"	""	"0.000"	"4.05"	"0.000000"
"LONGUEUIL BEO 4.15%16SP08"	""	"Q43804"	"Municipal & Para-governmental Bonds"	"2601411"	"99.985"	"99.985"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"09/16/2008"	""	"4.150"	"n/a"	"2"	"Bond"	""	"0.000"	"4.15"	"0.000000"
"LONGUEUIL BEO 4.35% 2MR14"	""	"Q43929"	"Municipal & Para-governmental Bonds"	"2601411"	"104.731"	"104.731"	"104.731"	"CAD"	"n/a"	"CA"	"No"	"03/02/2014"	""	"4.350"	"n/a"	"2"	"Bond"	""	"0.000"	"4.15"	"3.111142"
"LONGUEUIL BEO 4.5% 19AP16"	""	"Q43950"	"Municipal & Para-governmental Bonds"	"2601411"	"103.971"	"103.971"	"103.971"	"CAD"	"n/a"	"CA"	"No"	"04/19/2016"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.33"	"3.777807"
"LONGUEUIL BEO 4.7% 12NV10"	""	"Q43816"	"Municipal & Para-governmental Bonds"	"2601411"	"102.629"	"102.629"	"102.629"	"CAD"	"n/a"	"CA"	"No"	"11/12/2010"	""	"4.700"	"n/a"	"2"	"Bond"	""	"0.000"	"4.58"	"1.363832"
"LONGUEUIL BEO 4.95%16SP11"	""	"Q43807"	"Municipal & Para-governmental Bonds"	"2601411"	"104.875"	"104.875"	"104.875"	"CAD"	"n/a"	"CA"	"No"	"09/16/2011"	""	"4.950"	"n/a"	"2"	"Bond"	""	"0.000"	"4.72"	"1.911529"
"LONGUEUIL BEO 5.2% 16SP13"	""	"Q43809"	"Municipal & Para-governmental Bonds"	"2601411"	"107.774"	"107.774"	"107.774"	"CAD"	"n/a"	"CA"	"No"	"09/16/2013"	""	"5.200"	"n/a"	"2"	"Bond"	""	"0.000"	"4.82"	"2.930542"
"LONGUEUIL BEO 5.35% 7MY13"	""	"Q43703"	"Municipal & Para-governmental Bonds"	"2601411"	"107.997"	"107.997"	"107.997"	"CAD"	"n/a"	"CA"	"No"	"05/07/2013"	""	"5.350"	"n/a"	"2"	"Bond"	""	"0.000"	"4.95"	"2.781921"
"LONGUEUIL BEO4.65% 10NV12"	""	"Q43868"	"Municipal & Para-governmental Bonds"	"2601411"	"105.659"	"105.659"	"105.659"	"CAD"	"n/a"	"CA"	"No"	"11/10/2012"	""	"4.650"	"n/a"	"2"	"Bond"	""	"0.000"	"4.40"	"2.534998"
"LOOK COMMUNICATIONS INC *"	""	"403682"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LORAL SPACE & COMMUN LTD*"	""	"403685"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"ZZ"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"06/12/2003"	"0.000"	"n/a"	""
"LORILLARD INC"	"LO"	"404421"	"Common Stock"	"315"	"76.910"	"76.960"	"76.990"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/27/2009"	"1.000"	"5.20"	""
"LORING WARD INTL LTD *"	""	"404414"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LORING WARD INTL LTD *"	"LW"	"404416"	"Common Stock"	"330"	"13.650"	"13.800"	"13.700"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"05/21/2008"	"0.120"	"0.00"	""
"LORRAINE BEO 4.2% 4DC12"	""	"Q44110"	"Municipal & Para-governmental Bonds"	"2601411"	"104.447"	"104.447"	"104.447"	"CAD"	"n/a"	"CA"	"No"	"12/04/2012"	""	"4.200"	"n/a"	"2"	"Bond"	""	"0.000"	"4.02"	"2.574609"
"LORRAINE BEO 4.2% 27NV13"	""	"Q44214"	"Municipal & Para-governmental Bonds"	"2601411"	"104.277"	"104.277"	"104.277"	"CAD"	"n/a"	"CA"	"No"	"11/27/2013"	""	"4.200"	"n/a"	"2"	"Bond"	""	"0.000"	"4.03"	"3.010400"
"LORRAINE BEO 5.95% 12DC05"	""	"Q44079"	"Municipal & Para-governmental Bonds"	"2601411"	"100.077"	"100.077"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"12/12/2005"	""	"5.950"	"n/a"	"2"	"Bond"	""	"0.000"	"5.95"	"0.000000"
"LORUS THERAPEUTIC INC *"	"LOR"	"403694"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LOUISEVILL BEO3.65%24MY10"	""	"Q44179"	"Municipal & Para-governmental Bonds"	"2601411"	"100.885"	"100.885"	"100.885"	"CAD"	"n/a"	"CA"	"No"	"05/24/2010"	""	"3.650"	"n/a"	"2"	"Bond"	""	"0.000"	"3.62"	"0.943566"
"LOUISIANA PACIFIC CORP"	"LPX"	"404770"	"Common Stock"	"315"	"7.240"	"7.250"	"7.250"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"05/14/2008"	"0.150"	"0.00"	""
"LOWES COMPANIES INC"	"LOW"	"405670"	"Common Stock"	"315"	"22.100"	"22.110"	"22.120"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"01/15/2010"	"0.090"	"1.63"	""
"LPBP INC CL A VTG SHS"	""	"377840"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"03/08/2007"	"0.061"	"n/a"	""
"LSI CORPORATION"	"LSI"	"377739"	"Common Stock"	"315"	"5.800"	"5.810"	"5.800"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LTS LEADERBOARD CORP'33L"	""	"377843"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LTX CORP *"	"LTXX"	"377753"	"Common Stock"	"315"	"1.720"	"1.760"	"1.790"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LTX-CREDENCE CORPORATION"	"LTXC"	"377777"	"Common Stock"	"330"	"2.420"	"2.430"	"2.400"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"04/10/2001"	"0.000"	"n/a"	""
"LUBRIZOL CORPORATION"	"LZ"	"405811"	"Common Stock"	"315"	"80.700"	"80.750"	"80.690"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"02/08/2010"	"0.310"	"1.54"	""
"LUCENT TECHNOLOGIES *"	"LU"	"405795"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUFKIN INDS INC"	"LUFK"	"405961"	"Common Stock"	"315"	"67.760"	"67.930"	"67.930"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"11/27/2009"	"0.250"	"1.47"	""
"LUKE ENERGY LTD *"	"LKE"	"405955"	"Common Stock"	"330"	"6.090"	"6.200"	"6.140"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUKOIL CO SPONS-ADR"	"LUKOY"	"405980"	"Common Stock"	"3308000"	"0.000"	"0.000"	"55.500"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"05/06/2009"	"0.228"	"n/a"	""
"LULULEMON ATHLETICA INC"	"LLL"	"405723"	"Common Stock"	"315"	"29.050"	"29.060"	"29.060"	"USD"	"n/a"	"US"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUMENON INNOVATIVE LTWV"	"LUMMQ"	"405994"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUMINEX VENTURES INC *"	"LMV"	"406009"	"Common Stock"	"330"	"0.040"	"0.070"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"V"	"0.000"	"n/a"	"0"	"Equity"	"06/10/2002"	"0.000"	"n/a"	""
"LUMONICS INC *"	""	"406014"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUNA GOLD CORP"	"LGC"	"402930"	"Common Stock"	"330"	"0.730"	"0.740"	"0.740"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUNDIN MINING CORP"	"LUN"	"405957"	"Common Stock"	"315"	"4.620"	"4.700"	"4.690"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUSCAR COAL INCM FD-P/FID"	""	"406343"	"Trust Units"	"3308001"	"4.000"	"4.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LUXOTTICA GRP SPA-SPN-ADR"	"LUX"	"406442"	"Common Stock"	"3158000"	"26.600"	"26.640"	"26.580"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"11/23/2009"	"0.327"	"2.46"	""
"LVMH MOET HENNESSY LO-ADR"	"LVMUY"	"377807"	"Common Stock"	"3308000"	"0.000"	"0.000"	"21.950"	"USD"	"n/a"	"FR"	"No"	""	"NAS"	"0.000"	"n/a"	"2"	"Equity"	"11/23/2009"	"0.105"	"0.96"	""
"LYNX GEOSYSTEMS-A- SPCL"	""	"407305"	"Common Stock"	"330"	"0.750"	"0.750"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LYON LAKE MINES LTD"	""	"407301"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LYON LAKE MINES LTD *"	""	"407298"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"LYONDELL CHEMICAL COMPAN*"	"LYO"	"407302"	"Common Stock"	"330"	"47.960"	"47.990"	"47.970"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/22/2007"	"0.225"	"0.00"	""
"M D C HOLDINGS INC"	"MDC"	"407399"	"Common Stock"	"315"	"32.680"	"32.710"	"32.660"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/06/2009"	"0.250"	"3.06"	""
"M.F.B.C 4.6% 2AP26"	""	"C19645"	"Municipal & Para-governmental Bonds"	"2601415"	"96.814"	"96.814"	"96.814"	"CAD"	"n/a"	"CA"	"No"	"04/02/2026"	""	"4.600"	"n/a"	"2"	"Bond"	""	"0.000"	"4.75"	"4.886551"
"MAAX INC *"	""	"407488"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"2"	"Equity"	"04/28/2004"	"0.070"	"n/a"	""
"MABAIE INC"	"MAB"	"407493"	"Common Stock"	"330"	"0.550"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"M"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"MACDONALD DETTWILER&ASSOC"	"MDA"	"430584"	"Common Stock"	"330"	"39.700"	"40.120"	"40.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"MACK CASH MNGT FD"	"MFC298C"	"995723"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"MACK MON MKT /D"	"MFC307C"	"995786"	"Canadian Money Market Funds"	"3807850"	"10.000"	"10.000"	"10.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Mutual Fund"	""	"0.000"	"n/a"	""
"MACK-CALI REALTY CORP"	"CLI"	"408555"	"Common Stock"	"3158008"	"34.610"	"34.630"	"34.640"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"01/04/2010"	"0.450"	"5.20"	""
"MACKENZIE 2004 RES LPU"	""	"402606"	"Common Stock"	"3308002"	"30.922"	"30.922"	"30.922"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""
"MACKENZIE FINANCIAL CORP*"	""	"408600"	"Common Stock"	"330"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"2"	"Equity"	""	"0.060"	"n/a"	""
"MACKENZIE INC TR PF-A T/U"	""	"402602"	"Common Stock"	"3308001"	"0.000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	"12/27/2002"	"1.505"	"n/a"	""
